Potential energy (Ha)  Kinetic Energy (Ha)	Pressure (GPa)
-685.9246049058        6.4630102594		2325.6603634527
-685.8745237868        6.4630102594		2331.8666854484
-685.7098104186        6.4630102594		2349.7566344246
-685.4700240408        6.4630102594		2378.0015148000
-685.2090115390        6.4630102594		2408.4945249206
-685.1167028360        6.4630102594		2419.9729236393
-685.0944144800        6.4630102594		2418.7280729918
-685.1974931275        6.4630102594		2401.6760220687
-685.4432905629        6.4630102594		2372.1959181694
-685.6701089677        6.4630102594		2345.5528531938
-685.8273084113        6.4630102594		2328.0396968863
-685.9349618621        6.4630102594		2317.0431668027
-685.9872135488        6.4630102594		2312.1740930695
-685.9650751802        6.4630102594		2314.2106808004
-685.9250381222        6.4630102594		2318.4455351252
-685.9074079670        6.4630102594		2322.7150738917
-685.8558862476        6.4630102594		2328.2917938808
-685.8153475770        6.4630102594		2333.6982633171
-685.7761359409        6.4630102594		2339.4227099818
-685.7624449405        6.4630102594		2341.5118783857
-685.8206958351        6.4630102594		2338.0255525752
-685.8614064367        6.4630102594		2334.0014131492
-685.8882408272        6.4630102594		2330.1956465503
-685.9249333628        6.4630102594		2323.8930645012
-685.9627213271        6.4630102594		2318.7769157234
-685.9739726466        6.4630102594		2317.2468643297
-685.9855635705        6.4630102594		2317.1847269598
-685.9540435060        6.4630102594		2321.2749246171
-685.8757270608        6.4630102594		2328.6105085717
-685.8423983380        6.4630102594		2332.0590150728
-685.8981996137        6.4630102594		2326.9811640842
-685.9411181127        6.4630102594		2323.3089019575
-685.8934103719        6.4630102594		2327.4808144322
-685.8517912593        6.4630102594		2333.0883579985
-685.7936436053        6.4630102594		2340.0070174422
-685.7621614739        6.4630102594		2345.7652167817
-685.7168771620        6.4630102594		2353.8324684217
-685.6403648502        6.4630102594		2364.6872837012
-685.5376777036        6.4630102594		2376.8983366994
-685.4559602405        6.4630102594		2385.9899370712
-685.4256727840        6.4630102594		2387.6752415668
-685.4443561193        6.4630102594		2383.6974304469
-685.4860335049        6.4630102594		2375.5160728176
-685.5521112606        6.4630102594		2368.0561872421
-685.5801236002        6.4630102594		2362.6278734531
-685.5745282489        6.4630102594		2361.6240653411
-685.6059671439        6.4630102594		2360.8496995709
-685.5896996738        6.4630102594		2362.6098166402
-685.6141643281        6.4630102594		2358.3991885339
-685.7047391253        6.4630102594		2347.6716170143
-685.7949735929        6.4630102594		2338.1970243151
-685.8203809966        6.4630102594		2333.0880608808
-685.7544544046        6.4630102594		2336.6604444359
-685.6823516019        6.4630102594		2341.7334360198
-685.6230905971        6.4630102594		2351.8863184252
-685.5035559838        6.4630102594		2365.3188879292
-685.4136901074        6.4630102594		2376.3273209003
-685.3984689826        6.4630102594		2381.0609391915
-685.4258375819        6.4630102594		2379.7968064045
-685.4818269266        6.4630102594		2377.0485465531
-685.5377728424        6.4630102594		2373.8580439582
-685.5725045539        6.4630102594		2371.4444421653
-685.6089836223        6.4630102594		2365.0286738696
-685.6536552446        6.4630102594		2355.4300150880
-685.7158993703        6.4630102594		2344.9607299771
-685.7925010486        6.4630102594		2332.8340633404
-685.8498459761        6.4630102594		2322.0588874446
-685.8795060229        6.4630102594		2315.0837905379
-685.9017651130        6.4630102594		2311.3964639590
-685.9182181176        6.4630102594		2309.8932867862
-685.8633052388        6.4630102594		2313.7282926462
-685.8290354909        6.4630102594		2318.3280336111
-685.8277625906        6.4630102594		2322.4958330854
-685.7506357920        6.4630102594		2330.1224269485
-685.6648365988        6.4630102594		2337.5495950571
-685.6521944552        6.4630102594		2340.2567945878
-685.6928520516        6.4630102594		2338.3045414734
-685.7246931878        6.4630102594		2335.7072511260
-685.7632943481        6.4630102594		2333.0680324222
-685.7491248740        6.4630102594		2336.5015605528
-685.6779768036        6.4630102594		2344.3618226076
-685.6225766913        6.4630102594		2350.3492184447
-685.6827193195        6.4630102594		2349.0258423443
-685.6916766707        6.4630102594		2347.6945447265
-685.6034943574        6.4630102594		2350.2902205414
-685.5529998562        6.4630102594		2351.7207362741
-685.5418777367        6.4630102594		2353.1201455755
-685.5532727597        6.4630102594		2353.7765289825
-685.5711100859        6.4630102594		2354.0120230661
-685.5534087122        6.4630102594		2357.4713838280
-685.5961554034        6.4630102594		2358.2344925816
-685.6005495553        6.4630102594		2361.8809591574
-685.5667283891        6.4630102594		2367.4665183678
-685.5744342728        6.4630102594		2369.1160038513
-685.6446391380        6.4630102594		2362.8171754938
-685.7231591333        6.4630102594		2354.1469781227
-685.7788998478        6.4630102594		2345.4351858507
-685.8162522832        6.4630102594		2338.5073959702
-685.8084516744        6.4630102594		2335.5112580049
-685.8146869488        6.4630102594		2332.7816465784
-685.8358336222        6.4630102594		2332.4687048610
-685.8237175640        6.4630102594		2336.1871818718
-685.7894749364        6.4630102594		2342.3282768685
-685.7446246552        6.4630102594		2349.3678571392
-685.7319986972        6.4630102594		2351.6183804447
-685.7272156131        6.4630102594		2352.1566057719
-685.6355797996        6.4630102594		2357.0358770058
-685.5983563462        6.4630102594		2358.7461533823
-685.6772924302        6.4630102594		2351.5438613753
-685.6993049627        6.4630102594		2344.9203353029
-685.7876286492        6.4630102594		2333.3697130945
-685.8778181466        6.4630102594		2323.0585714375
-685.8894424931        6.4630102594		2320.4463729746
-685.8468563523        6.4630102594		2324.3942329147
-685.7869980495        6.4630102594		2330.4818601901
-685.8385613933        6.4630102594		2326.9859364536
-685.9625100382        6.4630102594		2316.5048801891
-686.0253620886        6.4630102594		2310.6668496065
-685.9832652084        6.4630102594		2315.5588874322
-685.9256253656        6.4630102594		2324.7260666712
-685.9282648086        6.4630102594		2328.2763918712
-685.9317717265        6.4630102594		2329.1403612635
-685.9031994052        6.4630102594		2334.3590486665
-685.8096760912        6.4630102594		2347.4809502874
-685.6374089014        6.4630102594		2369.1449171520
-685.4980306074        6.4630102594		2386.8586077315
-685.4736271808        6.4630102594		2390.0961168782
-685.5312367136        6.4630102594		2381.2828353674
-685.6225721764        6.4630102594		2369.1348485387
-685.6973474931        6.4630102594		2359.8436068661
-685.7161972400        6.4630102594		2356.7152449760
-685.7199711509        6.4630102594		2353.4101533820
-685.7675156003        6.4630102594		2343.6867510773
-685.8325961497        6.4630102594		2330.1331884315
-686.0363889546        6.4630102594		2309.4201882798
-686.1132888804        6.4630102594		2299.1153879916
-686.1089785207        6.4630102594		2299.9380535716
-686.0318430168        6.4630102594		2309.0233814841
-685.8857220063        6.4630102594		2326.3725617035
-685.7262044284        6.4630102594		2347.0338492808
-685.5505277446        6.4630102594		2367.1585474032
-685.4132597013        6.4630102594		2381.5435849016
-685.4455560847        6.4630102594		2379.3170398937
-685.5007778840        6.4630102594		2370.5853441945
-685.5014241918        6.4630102594		2364.8812210076
-685.5769028008        6.4630102594		2359.2773126401
-685.6258777840        6.4630102594		2356.9831039599
-685.5940011738        6.4630102594		2361.0588253833
-685.5411298579        6.4630102594		2366.8294998121
-685.5125158391        6.4630102594		2368.4013189783
-685.5336159460        6.4630102594		2363.6703690012
-685.6401068513        6.4630102594		2352.1722138892
-685.7656634116        6.4630102594		2337.2081192487
-685.8921081125        6.4630102594		2324.1727357240
-685.9700960651        6.4630102594		2317.3345665817
-685.9684995192        6.4630102594		2318.2618478752
-685.9271066340        6.4630102594		2324.4037679791
-685.9073396560        6.4630102594		2329.1152662702
-685.9033910373        6.4630102594		2329.7154837174
-685.8855140887        6.4630102594		2329.5814358364
-685.8317928675        6.4630102594		2332.7082574117
-685.7268424737        6.4630102594		2342.2621600806
-685.5901226060        6.4630102594		2358.1875701208
-685.4643789195        6.4630102594		2374.2180598558
-685.3823084004        6.4630102594		2385.6985204266
-685.3590106088        6.4630102594		2387.3097424649
-685.4259308898        6.4630102594		2379.2258892232
-685.4408756002        6.4630102594		2374.0377405304
-685.4364633661        6.4630102594		2371.3027938549
-685.4967474126        6.4630102594		2365.5304385762
-685.5481308010        6.4630102594		2358.7203261300
-685.5724345235        6.4630102594		2352.7532860059
-685.5906255183        6.4630102594		2349.4726171711
-685.6057697720        6.4630102594		2347.7391806254
-685.6331560795        6.4630102594		2345.7054987526
-685.7184097567        6.4630102594		2339.0744758499
-685.8039676935        6.4630102594		2332.7910782285
-685.8315183657        6.4630102594		2330.7780986002
-685.8669526915        6.4630102594		2328.6162387243
-685.9032308974        6.4630102594		2326.4708645778
-685.8865255944        6.4630102594		2329.7332181825
-685.8179107640        6.4630102594		2337.4844696347
-685.7422635238        6.4630102594		2347.0322300188
-685.7063485721        6.4630102594		2353.0177067957
-685.7184287572        6.4630102594		2352.8540486744
-685.7936568653        6.4630102594		2344.3045376968
-685.8549842807        6.4630102594		2334.1450153450
-685.8908337994        6.4630102594		2326.5265930662
-685.9232456949        6.4630102594		2319.5063230766
-685.9699523515        6.4630102594		2312.6807569853
-686.0247966960        6.4630102594		2306.4538795595
-686.0843685832        6.4630102594		2302.6939813593
-686.0814612482        6.4630102594		2304.4406662992
-686.0918020513        6.4630102594		2307.5772918806
-686.0248987896        6.4630102594		2318.2725061546
-685.8857125629        6.4630102594		2334.7481538828
-685.7163914325        6.4630102594		2352.0404373669
-685.5547733438        6.4630102594		2368.5022204016
-685.4387998531        6.4630102594		2380.8383977834
-685.4000804874        6.4630102594		2387.5451776412
-685.3701801961        6.4630102594		2393.2030036828
-685.3038693859        6.4630102594		2397.8343877656
-685.3706969489        6.4630102594		2392.9424214131
-685.4166642600        6.4630102594		2391.2997478560
-685.3243101692        6.4630102594		2401.4139565249
-685.1429563401        6.4630102594		2419.7642016301
-685.0581171397        6.4630102594		2430.1742698322
-685.1041378686        6.4630102594		2429.6900606552
-685.1256109505        6.4630102594		2430.6501136677
-685.1544344275        6.4630102594		2428.7431336150
-685.2235770468        6.4630102594		2421.8372065256
-685.3283001946        6.4630102594		2409.6713557103
-685.4370217388        6.4630102594		2396.2710271805
-685.5065303973        6.4630102594		2386.8415735005
-685.5157651531        6.4630102594		2383.9672417397
-685.4699968128        6.4630102594		2387.1689439042
-685.4221132620        6.4630102594		2392.3388523063
-685.3611007496        6.4630102594		2399.7874839476
-685.2473565234        6.4630102594		2410.8278384814
-685.2181660125        6.4630102594		2413.6882633524
-685.3398150165        6.4630102594		2399.2130069572
-685.4607734538        6.4630102594		2382.2028132437
-685.5262101932        6.4630102594		2370.7230734483
-685.6474860889        6.4630102594		2357.8363190326
-685.6894562530        6.4630102594		2353.2096376847
-685.6610883316        6.4630102594		2352.4258429110
-685.6714979224        6.4630102594		2349.2977876272
-685.7004246781        6.4630102594		2344.6568732453
-685.7386749370        6.4630102594		2340.6599874823
-685.7547495560        6.4630102594		2340.9702179888
-685.7524804323        6.4630102594		2342.4474110854
-685.7835254190        6.4630102594		2338.7501935916
-685.8520809438        6.4630102594		2328.2290549545
-685.8752453130        6.4630102594		2322.1751223648
-685.8386504414        6.4630102594		2324.7882776800
-685.7487166259        6.4630102594		2333.7112170897
-685.6562698594        6.4630102594		2344.6786568992
-685.6228743310        6.4630102594		2349.8409471216
-685.6289702241        6.4630102594		2348.6233911631
-685.6674672136        6.4630102594		2344.4504527770
-685.6894968317        6.4630102594		2342.1217983937
-685.6428985434        6.4630102594		2347.9365519728
-685.5588031672        6.4630102594		2358.8000390176
-685.5011596847        6.4630102594		2366.0824915350
-685.4901608112        6.4630102594		2367.9601266911
-685.5205492671        6.4630102594		2363.8742430632
-685.5283879601        6.4630102594		2359.3856572446
-685.6116247132        6.4630102594		2352.1598801423
-685.6823341237        6.4630102594		2347.0311869477
-685.6504508516        6.4630102594		2348.7899567888
-685.5838603463        6.4630102594		2355.2368302100
-685.5164462677        6.4630102594		2359.8615541884
-685.4253388031        6.4630102594		2363.8191623534
-685.5123546099        6.4630102594		2360.0020352055
-685.5847917828        6.4630102594		2358.9614519945
-685.5328552308        6.4630102594		2368.1292852541
-685.4361663641        6.4630102594		2380.7603829285
-685.3991692682        6.4630102594		2387.4132903656
-685.4207670227        6.4630102594		2384.6590084283
-685.4840316287        6.4630102594		2379.2847889073
-685.5666735851        6.4630102594		2372.8184297528
-685.5926805008        6.4630102594		2372.2792777587
-685.5516214020        6.4630102594		2377.8106291628
-685.4872499183        6.4630102594		2385.0139739160
-685.4360017850        6.4630102594		2388.8748526873
-685.4020942468        6.4630102594		2391.2720736798
-685.3983858357        6.4630102594		2390.6967115984
-685.4794936037        6.4630102594		2382.6704107699
-685.6047998904        6.4630102594		2368.9843663271
-685.7232307466        6.4630102594		2354.0274929466
-685.8158186721        6.4630102594		2341.4783647425
-685.8753498530        6.4630102594		2334.4011595665
-685.8532063397        6.4630102594		2336.1563478758
-685.7412308429        6.4630102594		2348.8666851125
-685.6231298236        6.4630102594		2361.9588808350
-685.5776132217        6.4630102594		2368.5896040999
-685.5286985645        6.4630102594		2375.3213530187
-685.4529229824        6.4630102594		2385.6619954432
-685.4015062967        6.4630102594		2392.5666683276
-685.3420101077        6.4630102594		2396.2414584216
-685.1376540978        6.4630102594		2402.6228279875
-685.4767982455        6.4630102594		2378.1404043077
-685.5248978879        6.4630102594		2369.4020899582
-685.6035051573        6.4630102594		2359.4515664416
-685.6417790896        6.4630102594		2355.8529876865
-685.6149203270        6.4630102594		2358.5712014707
-685.6331351511        6.4630102594		2353.6287284923
-685.6580705571        6.4630102594		2348.8110641141
-685.7043770811        6.4630102594		2343.5085568205
-685.7932066156        6.4630102594		2333.5817002350
-685.9414553155        6.4630102594		2315.9864401181
-686.0893944420        6.4630102594		2299.4874274787
-686.1602724936        6.4630102594		2291.7950183789
-686.1574170059        6.4630102594		2294.3520859259
-686.0768906321        6.4630102594		2304.7051835976
-685.9814521741        6.4630102594		2315.2986115012
-685.9254605564        6.4630102594		2322.2077797763
-685.8275996189        6.4630102594		2331.9828624393
-685.7162066565        6.4630102594		2342.5104956946
-685.6833717879        6.4630102594		2346.2864372099
-685.6911528455        6.4630102594		2345.3356195660
-685.7249523899        6.4630102594		2340.7764199175
-685.7745659540        6.4630102594		2335.7955022901
-685.8310174305        6.4630102594		2330.0390561177
-685.8609247583        6.4630102594		2326.9599409537
-685.8839121726        6.4630102594		2325.0040558803
-685.8965117337        6.4630102594		2324.9759454515
-685.8920150897        6.4630102594		2325.6844595544
-685.8693357730        6.4630102594		2328.2753139712
-685.8294568460        6.4630102594		2333.0131184778
-685.7673121184        6.4630102594		2339.3123590588
-685.7041306151        6.4630102594		2343.8878275270
-685.6913993210        6.4630102594		2341.7458886088
-685.7583992465        6.4630102594		2331.5257823185
-685.8791956132        6.4630102594		2317.0802467933
-686.0047761389        6.4630102594		2301.9413788012
-686.1049917979        6.4630102594		2290.8949462276
-686.1454147716        6.4630102594		2286.8456913714
-686.0959067509        6.4630102594		2291.5428431203
-685.9436172241        6.4630102594		2301.7441581134
-686.0290174867        6.4630102594		2298.3334441512
-686.0014365396        6.4630102594		2299.8786356243
-685.9447125130        6.4630102594		2304.2877183240
-685.9167325521        6.4630102594		2307.4231314488
-685.9215195344        6.4630102594		2309.4766554009
-685.8883517497        6.4630102594		2314.0073282291
-685.8474158352        6.4630102594		2320.3558353538
-685.8775917719        6.4630102594		2319.4904889845
-685.9190441965        6.4630102594		2318.2615427071
-685.9372856057        6.4630102594		2318.0573133199
-685.9147524753        6.4630102594		2321.6467709102
-685.8590071602        6.4630102594		2326.8374702719
-685.8423886365        6.4630102594		2329.5258359845
-685.8432524627        6.4630102594		2328.5993796830
-685.8655469230        6.4630102594		2325.6381497234
-685.9045330385        6.4630102594		2322.1025881961
-685.8759392829        6.4630102594		2324.5685273221
-685.8006378782        6.4630102594		2331.7729032606
-685.7778895094        6.4630102594		2333.7817215733
-685.8120546040        6.4630102594		2331.2129428032
-685.8005388427        6.4630102594		2334.8064055470
-685.7070198620        6.4630102594		2346.4364040170
-685.5965124061        6.4630102594		2362.9702088675
-685.4918855020        6.4630102594		2378.4803230649
-685.3984824752        6.4630102594		2388.1718470225
-685.3293138257        6.4630102594		2392.2133144077
-685.3567078943        6.4630102594		2385.9498880755
-685.4527378057        6.4630102594		2374.3341415748
-685.5011867984        6.4630102594		2368.0816809529
-685.5029721234        6.4630102594		2366.4315874760
-685.4574411967        6.4630102594		2371.4494748475
-685.4296869520        6.4630102594		2377.8851566968
-685.4801484913        6.4630102594		2376.2063516942
-685.6062792852        6.4630102594		2363.1063497253
-685.7103235581        6.4630102594		2351.3315069520
-685.7345334794        6.4630102594		2345.6409831247
-685.6445158332        6.4630102594		2349.4712930714
-685.4802912720        6.4630102594		2358.6248593614
-685.6553186850        6.4630102594		2348.5124318055
-685.6852779833        6.4630102594		2348.2011464395
-685.6657920076        6.4630102594		2351.5721287515
-685.6099822742        6.4630102594		2357.1048121451
-685.5429498659        6.4630102594		2364.7798680084
-685.5345058098        6.4630102594		2368.0830626447
-685.5397668177        6.4630102594		2370.0849363927
-685.5264060618        6.4630102594		2374.5314313813
-685.4747703371        6.4630102594		2380.9709906231
-685.3950861664        6.4630102594		2387.6335553928
-685.4427985996        6.4630102594		2382.0765541306
-685.5282986351        6.4630102594		2371.9656327517
-685.5371564008        6.4630102594		2366.6677768343
-685.5188750297        6.4630102594		2367.1184864659
-685.4858091713        6.4630102594		2369.6345779648
-685.3767406870        6.4630102594		2377.1726580719
-685.3876875632        6.4630102594		2378.3447003237
-685.4767995042        6.4630102594		2374.5543344603
-685.5118450650        6.4630102594		2373.1584424783
-685.5841553839        6.4630102594		2366.6319408862
-685.6531987603        6.4630102594		2361.2984401339
-685.6327820268        6.4630102594		2365.3858179146
-685.5605446001        6.4630102594		2373.6252426311
-685.5253486894        6.4630102594		2378.4842974740
-685.4746114062        6.4630102594		2383.7256779875
-685.4240493671        6.4630102594		2392.4403349857
-685.3110178097        6.4630102594		2411.0136987715
-685.1883685610        6.4630102594		2427.3178906265
-685.2338051235        6.4630102594		2424.0143934530
-685.3000512478        6.4630102594		2413.0613695505
-685.3655448946        6.4630102594		2400.5487334871
-685.4249602368        6.4630102594		2388.7601705287
-685.4459994718        6.4630102594		2380.4955169158
-685.4580501864        6.4630102594		2376.2775497458
-685.4246261001        6.4630102594		2378.9490682845
-685.2865777839        6.4630102594		2388.6087760731
-685.4152813450        6.4630102594		2383.7070519054
-685.5129845478        6.4630102594		2376.4183634374
-685.6459601026        6.4630102594		2361.3033882525
-685.7922275927        6.4630102594		2344.2223353628
-685.8587334943        6.4630102594		2334.2760548470
-685.8237730954        6.4630102594		2336.2287664726
-685.7402068510        6.4630102594		2344.0612818286
-685.6704965768        6.4630102594		2349.0618497311
-685.6551568734        6.4630102594		2350.9307815752
-685.6428750501        6.4630102594		2353.6345324761
-685.5966031734        6.4630102594		2356.8215219800
-685.5738777133        6.4630102594		2358.0345510326
-685.5957046835        6.4630102594		2356.8491962593
-685.6280191304        6.4630102594		2358.1996609413
-685.6073582072        6.4630102594		2364.1031943465
-685.6040592497        6.4630102594		2367.0467921756
-685.6631274070        6.4630102594		2363.9307592682
-685.6815693323        6.4630102594		2362.9918263311
-685.6139611551        6.4630102594		2369.9179444876
-685.4921893889        6.4630102594		2382.3240084925
-685.3751549695        6.4630102594		2396.7034459803
-685.2679564956        6.4630102594		2410.3704044257
-685.1363214254        6.4630102594		2424.6634498607
-685.0632071909        6.4630102594		2432.3313935948
-685.0705610048        6.4630102594		2429.7010864960
-685.1688145515        6.4630102594		2415.9634709110
-685.3190747499        6.4630102594		2398.6472809558
-685.4138013207        6.4630102594		2386.2524833444
-685.4762943518        6.4630102594		2376.7633373474
-685.5089945091        6.4630102594		2370.2462013321
-685.4897713657        6.4630102594		2368.0764828626
-685.4520932497        6.4630102594		2371.2580777119
-685.4066039845        6.4630102594		2374.4633661241
-685.4411178536        6.4630102594		2367.6003485782
-685.5337101562        6.4630102594		2354.3985214285
-685.5563535079        6.4630102594		2348.5835484119
-685.5343455898        6.4630102594		2350.4422083766
-685.5365195893        6.4630102594		2354.1032517941
-685.5009911608        6.4630102594		2361.9702041416
-685.4203443566        6.4630102594		2373.4485419541
-685.3224990391        6.4630102594		2386.2931271182
-685.2361395726        6.4630102594		2396.4406805166
-685.2836426594        6.4630102594		2397.6479647148
-685.3234330224        6.4630102594		2396.7589286151
-685.3816046606        6.4630102594		2391.6911272605
-685.4972193710        6.4630102594		2378.8219456078
-685.6041186309        6.4630102594		2364.2421505783
-685.6698751568        6.4630102594		2354.9001623578
-685.7320652585        6.4630102594		2348.9823658994
-685.6987925410        6.4630102594		2349.9042407051
-685.7453869691        6.4630102594		2343.6625754477
-685.8249892450        6.4630102594		2333.8672092973
-685.8841399349        6.4630102594		2327.1114849276
-685.8974460041        6.4630102594		2327.9007445870
-685.7985843057        6.4630102594		2338.9790639316
-685.6064016316        6.4630102594		2358.5918225299
-685.3812930021        6.4630102594		2383.2852569407
-685.2031254576        6.4630102594		2405.4875647460
-685.2047462400        6.4630102594		2408.7493668334
-685.3353135714        6.4630102594		2393.4494053720
-685.4597761094        6.4630102594		2374.7551971867
-685.5640671593        6.4630102594		2358.1308976474
-685.6423087111        6.4630102594		2347.7379776454
-685.6737989297        6.4630102594		2345.9082348266
-685.6556900352        6.4630102594		2352.1577235266
-685.5656635863        6.4630102594		2365.1797426824
-685.4648222190        6.4630102594		2380.1736663016
-685.4075986082        6.4630102594		2389.7639224604
-685.3466106533        6.4630102594		2399.6557183263
-685.2270318255        6.4630102594		2410.4989121922
-685.1645674859        6.4630102594		2413.9099657547
-685.2481117753        6.4630102594		2405.7637016281
-685.3176609354        6.4630102594		2396.5923462453
-685.3436319245        6.4630102594		2390.7486159129
-685.3786836852        6.4630102594		2385.2846255739
-685.4349235522        6.4630102594		2380.1516145921
-685.5140609519        6.4630102594		2373.7780582324
-685.5725238595        6.4630102594		2367.6180086044
-685.5920522083        6.4630102594		2364.9295220274
-685.6068096734        6.4630102594		2363.9558342428
-685.5987436863        6.4630102594		2366.8196538446
-685.5810091041        6.4630102594		2369.8076305269
-685.6044022047        6.4630102594		2367.9067329465
-685.6635151129        6.4630102594		2359.8877117671
-685.7725987670        6.4630102594		2348.6778594828
-685.8409018914        6.4630102594		2341.2319284402
-685.8212749971        6.4630102594		2341.5563002489
-685.7247296388        6.4630102594		2348.9528030493
-685.6552288999        6.4630102594		2357.1252197157
-685.5600245655        6.4630102594		2368.7275824478
-685.4376388324        6.4630102594		2381.6045822648
-685.3115705543        6.4630102594		2394.5269268467
-685.2578160565        6.4630102594		2402.0835857046
-685.2552992144        6.4630102594		2404.2161237058
-685.2463339316        6.4630102594		2402.9805395873
-685.2873131111        6.4630102594		2397.9388591180
-685.3576653064        6.4630102594		2390.7614593185
-685.4050336760        6.4630102594		2384.0055727526
-685.4564224307        6.4630102594		2377.9235670278
-685.4654540073        6.4630102594		2376.4555006449
-685.4221597768        6.4630102594		2379.5945101376
-685.4197186835        6.4630102594		2379.5971808535
-685.4212506105        6.4630102594		2380.4403145870
-685.4943873123        6.4630102594		2376.4732006277
-685.5476353699        6.4630102594		2373.9819217062
-685.5072358874        6.4630102594		2377.8143496058
-685.4267476947        6.4630102594		2385.2222189751
-685.3374487305        6.4630102594		2393.6862148989
-685.2303565345        6.4630102594		2403.9794472257
-685.1752257463        6.4630102594		2409.8559407081
-685.2149005427        6.4630102594		2410.0486242836
-685.1954899024        6.4630102594		2413.1897638937
-685.0600196107        6.4630102594		2425.4325536445
-684.9031607637        6.4630102594		2442.8478221046
-684.7818416938        6.4630102594		2457.6908374027
-684.7610906517        6.4630102594		2462.7310607470
-684.8466034211        6.4630102594		2454.4384178589
-684.9678127532        6.4630102594		2440.5069892390
-685.0975729789        6.4630102594		2422.6066248822
-685.1981713477        6.4630102594		2407.8288470735
-685.2625373421        6.4630102594		2395.0725406722
-685.2996148111        6.4630102594		2385.3468434549
-685.4147738701        6.4630102594		2371.8936334603
-685.5372986758        6.4630102594		2361.7167591404
-685.5826902241        6.4630102594		2362.0057714956
-685.5654447446        6.4630102594		2367.3037588522
-685.5463748117        6.4630102594		2372.4481964523
-685.5425788716        6.4630102594		2375.1957170740
-685.5487469203        6.4630102594		2375.5827625104
-685.5565283381        6.4630102594		2375.5039993208
-685.5612218521        6.4630102594		2375.0368884494
-685.5589056174        6.4630102594		2373.4125464818
-685.5801709598        6.4630102594		2368.5944893405
-685.6757445922        6.4630102594		2359.7664929005
-685.7262310817        6.4630102594		2354.8124274538
-685.7226049522        6.4630102594		2352.9787371236
-685.7210936161        6.4630102594		2351.5787011139
-685.7015969986        6.4630102594		2352.6857309144
-685.7265141971        6.4630102594		2351.9843012000
-685.7580329610        6.4630102594		2349.8839474383
-685.7719474549        6.4630102594		2347.6801879078
-685.7492858754        6.4630102594		2348.0604923461
-685.7261398788        6.4630102594		2351.4572062732
-685.6535264018        6.4630102594		2361.3766617585
-685.5491012101        6.4630102594		2373.9373424453
-685.4573607674        6.4630102594		2383.5615292169
-685.4247904024        6.4630102594		2382.9003017714
-685.5108968933        6.4630102594		2370.4896487020
-685.6245881829        6.4630102594		2353.7521954703
-685.6778718991        6.4630102594		2344.9726506953
-685.7389454929        6.4630102594		2339.1542013485
-685.8248045673        6.4630102594		2330.9070705837
-685.9244035483        6.4630102594		2321.3387382989
-685.9702551404        6.4630102594		2315.9904489517
-685.9374497598        6.4630102594		2319.8584426887
-685.8561724838        6.4630102594		2328.7257790945
-685.7612645589        6.4630102594		2339.0086879395
-685.6614230168        6.4630102594		2349.2249469975
-685.5853711401        6.4630102594		2358.9935045897
-685.5720786277        6.4630102594		2364.0377126125
-685.6057371544        6.4630102594		2360.2080487228
-685.6336568439        6.4630102594		2355.5823652932
-685.6411725114        6.4630102594		2352.6597469251
-685.6197090795        6.4630102594		2357.0703399956
-685.5498210568        6.4630102594		2367.1355953258
-685.4656795728        6.4630102594		2378.3281850018
-685.3772654959        6.4630102594		2390.2676486497
-685.2761793660        6.4630102594		2401.4625800590
-685.1941727612        6.4630102594		2409.3170606781
-685.2248650217        6.4630102594		2405.3824978765
-685.3531457521        6.4630102594		2390.0662808474
-685.4950897820        6.4630102594		2373.5859175592
-685.6268122766        6.4630102594		2358.1348114470
-685.7195989535        6.4630102594		2347.0798466495
-685.7711857772        6.4630102594		2342.2426155575
-685.7852799829        6.4630102594		2340.5391442792
-685.7873693923        6.4630102594		2339.6578610668
-685.7780504057        6.4630102594		2337.3119647341
-685.8156952083        6.4630102594		2333.6707476222
-685.8513337737        6.4630102594		2330.1271832282
-685.8529955590        6.4630102594		2329.5632069983
-685.8452224052        6.4630102594		2332.0738705101
-685.7877870188        6.4630102594		2339.9188346277
-685.6944890002        6.4630102594		2350.5286199596
-685.6335575139        6.4630102594		2358.5987334839
-685.5402624469        6.4630102594		2365.3501513508
-685.5759596533        6.4630102594		2363.1834025807
-685.6981556802        6.4630102594		2355.8903579159
-685.7040823818        6.4630102594		2355.5778188467
-685.6575812544        6.4630102594		2359.9773838890
-685.5472140414        6.4630102594		2367.7038806633
-685.5122140791        6.4630102594		2370.1170430241
-685.6127970606        6.4630102594		2362.5500098281
-685.6880150105        6.4630102594		2355.9412526181
-685.6744232262        6.4630102594		2358.5636422915
-685.5850397050        6.4630102594		2367.8996363351
-685.4862060433        6.4630102594		2378.7745891156
-685.4932038538        6.4630102594		2377.1323393976
-685.5798181414        6.4630102594		2367.3244803552
-685.6569958922        6.4630102594		2358.8045995543
-685.6995181327        6.4630102594		2353.1734103897
-685.7339896530        6.4630102594		2348.4989082794
-685.7879674462        6.4630102594		2342.4392935682
-685.8317726334        6.4630102594		2337.7167835465
-685.8134843067        6.4630102594		2343.2929114525
