Potential energy (Ha)  Kinetic Energy (Ha)	Pressure (GPa)
-666.4039541699        6.4630102594		10752.2546886523
-666.5008737803        6.4630102594		10735.8098767057
-666.7044902899        6.4630102594		10702.7073494047
-666.7991019202        6.4630102594		10679.0224417349
-666.9419552927        6.4630102594		10646.9942179078
-667.0314187061        6.4630102594		10626.9539725552
-666.9921521251        6.4630102594		10633.6462337116
-666.9048619749        6.4630102594		10653.7555639607
-666.7597099230        6.4630102594		10684.0720604781
-666.5463396473        6.4630102594		10719.8009164234
-666.5724131803        6.4630102594		10726.4035835958
-666.6016866785        6.4630102594		10727.3725696101
-666.6206660576        6.4630102594		10725.7320823920
-666.6651905957        6.4630102594		10714.4590195259
-666.7182708323        6.4630102594		10698.0969899408
-666.7388086098        6.4630102594		10684.9635654962
-666.8690950004        6.4630102594		10664.2685221745
-666.9209027215        6.4630102594		10661.6164404775
-666.8180352183        6.4630102594		10692.3735954273
-666.5690567735        6.4630102594		10750.3564421510
-666.3779235977        6.4630102594		10792.4050750058
-666.3435958778        6.4630102594		10802.9613392056
-666.3677189571        6.4630102594		10801.4938995841
-666.3630927189        6.4630102594		10807.4138293495
-666.3717621554        6.4630102594		10809.3014006275
-666.4707655732        6.4630102594		10789.4641226111
-666.5791277451        6.4630102594		10761.8320878356
-666.5456493816        6.4630102594		10756.1212380819
-666.3719338823        6.4630102594		10770.9700096520
-666.4877269604        6.4630102594		10741.2662174976
-666.7279279325        6.4630102594		10692.7708253802
-666.8402009241        6.4630102594		10666.9128633392
-666.7347851659        6.4630102594		10672.7223367277
-666.6110169471        6.4630102594		10679.4721669322
-666.7332465807        6.4630102594		10653.9963382855
-666.8231345577        6.4630102594		10632.2654383920
-666.9083129848        6.4630102594		10621.1382101537
-666.8573397566        6.4630102594		10632.3835589874
-666.9242659620        6.4630102594		10632.5846342746
-666.9381982441        6.4630102594		10643.5897827541
-666.8557774458        6.4630102594		10673.6166096532
-666.7470991427        6.4630102594		10706.8857886722
-666.7390854315        6.4630102594		10717.5162948339
-666.7425581207        6.4630102594		10713.7634971545
-666.5310572922        6.4630102594		10728.7492051060
-666.7276239841        6.4630102594		10704.7823130079
-666.7651454295        6.4630102594		10692.9201291496
-666.7859842116        6.4630102594		10681.0355222192
-666.8451812423        6.4630102594		10676.2562378997
-666.7777589390        6.4630102594		10697.2003227742
-666.6337818933        6.4630102594		10734.4875028429
-666.5386822174        6.4630102594		10765.3696207500
-666.4793498156        6.4630102594		10781.7959808664
-666.4541921470        6.4630102594		10790.3366119545
-666.3752454066        6.4630102594		10815.5295071430
-666.1468618008        6.4630102594		10868.3803467940
-665.8855882124        6.4630102594		10921.9902843450
-665.6991663192        6.4630102594		10952.7302400019
-665.5714360888        6.4630102594		10960.4653779781
-666.0226754357        6.4630102594		10866.0743685911
-666.3401778893        6.4630102594		10794.5740904386
-666.3998157935        6.4630102594		10777.2867377735
-666.3126866328        6.4630102594		10787.4456946917
-666.2371293314        6.4630102594		10796.1923075611
-666.2433817880        6.4630102594		10789.3355465428
-666.3130393954        6.4630102594		10774.1131585961
-666.3700058707        6.4630102594		10766.2482877267
-666.2619495667        6.4630102594		10785.3342913154
-666.1273081552        6.4630102594		10811.7921802436
-666.0503584951        6.4630102594		10830.4065990619
-666.1825755494        6.4630102594		10826.7280157665
-666.2123697981        6.4630102594		10828.7004371019
-666.3727832418        6.4630102594		10800.4726745599
-666.5823065341        6.4630102594		10752.9461333350
-666.7314216712        6.4630102594		10711.1601148653
-666.8691836208        6.4630102594		10675.9086400239
-666.9937578028        6.4630102594		10645.5981916178
-667.1004830295        6.4630102594		10623.6636545196
-667.1156474858        6.4630102594		10622.6395106312
-666.9412753449        6.4630102594		10655.6386452070
-666.7406846770        6.4630102594		10694.5873445205
-666.6930792441        6.4630102594		10708.2113626880
-666.7171960532        6.4630102594		10704.4924003045
-666.7946159134        6.4630102594		10696.1264468330
-666.7245337985        6.4630102594		10712.9528505258
-666.6998634474        6.4630102594		10728.4442689671
-666.6945996105        6.4630102594		10735.3779339405
-666.6653067191        6.4630102594		10736.5304517199
-666.7063180821        6.4630102594		10731.7547967090
-666.6657400284        6.4630102594		10747.3293671947
-666.5059366571        6.4630102594		10781.4632355248
-666.5906931324        6.4630102594		10769.1803387073
-666.7453819076        6.4630102594		10735.4660971877
-666.7008171892        6.4630102594		10733.9421072794
-666.5751387084        6.4630102594		10752.4876713579
-666.5463736650        6.4630102594		10759.4866537849
-666.5450324703        6.4630102594		10767.7946996712
-666.4267292919        6.4630102594		10793.5477169458
-666.3530793685        6.4630102594		10801.5021579219
-666.4896908825        6.4630102594		10763.7025873822
-666.6568903416        6.4630102594		10725.0260387714
-666.5360347160        6.4630102594		10738.6797824619
-666.3401260912        6.4630102594		10764.6147313689
-666.4528266861        6.4630102594		10750.3000459720
-666.5555506448        6.4630102594		10737.7871989020
-666.6631346074        6.4630102594		10729.8528676267
-666.6072994828        6.4630102594		10745.1239887609
-666.5186535720        6.4630102594		10756.9087577372
-666.6108147867        6.4630102594		10734.1463007100
-666.5877389472        6.4630102594		10726.2331818090
-666.4624399725        6.4630102594		10742.8143583390
-666.3566976624        6.4630102594		10760.5750519703
-666.3115055859        6.4630102594		10769.0786423776
-666.2395258536        6.4630102594		10785.7815233978
-666.0970751912        6.4630102594		10812.2947826384
-666.1014057961        6.4630102594		10812.3552843598
-666.2658392126        6.4630102594		10780.8507311189
-666.3865229075        6.4630102594		10756.8306763867
-666.4477663720        6.4630102594		10753.6164807047
-666.4091803773        6.4630102594		10767.0530962441
-666.2282951700        6.4630102594		10801.6415970414
-666.0933706516        6.4630102594		10833.3304864916
-666.1071949018        6.4630102594		10840.3361387592
-666.2223557900        6.4630102594		10828.3214766363
-666.3916294901        6.4630102594		10804.1111927782
-666.4761096652        6.4630102594		10785.8392517889
-666.5784765876        6.4630102594		10756.3067940247
-666.7445264341        6.4630102594		10712.0525234486
-666.8761661722        6.4630102594		10677.4258974693
-666.9688428900        6.4630102594		10655.2225322016
-666.9972135471        6.4630102594		10650.8729163792
-666.9543741728        6.4630102594		10663.1748430529
-666.8662076730        6.4630102594		10676.6023278353
-666.8434209675        6.4630102594		10670.7619820182
-666.9461010308        6.4630102594		10645.4260959000
-666.9832363172        6.4630102594		10632.1261278922
-667.0078085391        6.4630102594		10626.9350859986
-667.0248505049        6.4630102594		10626.2073022744
-667.0032052648        6.4630102594		10631.4598419818
-667.0339859917        6.4630102594		10629.1282653014
-667.0688498413        6.4630102594		10630.6670708955
-666.9089159982        6.4630102594		10664.6680832640
-666.8757632841        6.4630102594		10677.8424675130
-666.8626032119        6.4630102594		10682.4274332622
-666.8495713059        6.4630102594		10688.9143379854
-666.8026017206        6.4630102594		10701.5985854101
-666.7634463184        6.4630102594		10713.7306690471
-666.7052333774        6.4630102594		10729.3288159465
-666.5647472016        6.4630102594		10755.1854814438
-666.3906529519        6.4630102594		10778.2465836243
-666.3813746812        6.4630102594		10772.7774504486
-666.3761896469        6.4630102594		10763.4353951849
-666.3754681364        6.4630102594		10752.1176870988
-666.3438708138        6.4630102594		10753.3812716899
-666.2959932641        6.4630102594		10763.6473260365
-666.3518574266        6.4630102594		10753.4685459846
-666.5482035133        6.4630102594		10712.4678649351
-666.6722055310        6.4630102594		10683.7532354445
-666.5129304435        6.4630102594		10710.9991033385
-666.2467090134        6.4630102594		10764.3959925668
-666.1937508629        6.4630102594		10786.1597008203
-666.2222382909        6.4630102594		10784.6891090506
-666.3205397060        6.4630102594		10769.2118702279
-666.4448513010        6.4630102594		10741.7056733412
-666.6455208607        6.4630102594		10704.3302917629
-666.7250054141        6.4630102594		10686.4082393290
-666.7669827045        6.4630102594		10684.1156643507
-666.6146777420        6.4630102594		10719.0711542754
-666.3345385034        6.4630102594		10777.3802691943
-666.1387664255        6.4630102594		10820.5180047837
-666.1212947365        6.4630102594		10833.8762110325
-666.1456714836        6.4630102594		10839.3132681458
-666.0898905166        6.4630102594		10854.0907614032
-666.0040282277        6.4630102594		10867.2629252327
-666.0511060222        6.4630102594		10848.3416800051
-666.2420798833        6.4630102594		10798.3610947051
-666.2953110048        6.4630102594		10763.3789863033
-666.4166394564        6.4630102594		10727.1395664928
-666.6842299531        6.4630102594		10678.8165549940
-666.7900242172        6.4630102594		10653.0671855177
-666.8757890480        6.4630102594		10639.3579612054
-666.8902874074        6.4630102594		10647.3873560207
-666.8051288235        6.4630102594		10678.0604463093
-666.5924838675        6.4630102594		10734.2782484020
-666.3035992274        6.4630102594		10803.5278652402
-666.1101219837        6.4630102594		10841.7343834480
-666.4245279920        6.4630102594		10783.7167862997
-666.5483549235        6.4630102594		10743.8841651491
-666.5437527985        6.4630102594		10732.3316263976
-666.5395862432        6.4630102594		10727.5429473671
-666.5323771065        6.4630102594		10722.7108802801
-666.5542697819        6.4630102594		10714.4698888342
-666.4451858945        6.4630102594		10724.6167226055
-666.5368808879        6.4630102594		10713.0961739666
-666.6134765434        6.4630102594		10708.9664251398
-666.4835084509        6.4630102594		10734.1339670969
-666.5000300093        6.4630102594		10739.0700462679
-666.4836164000        6.4630102594		10745.7698763186
-666.3513156635        6.4630102594		10775.7902371439
-666.2067695409        6.4630102594		10811.8373472012
-666.1583309931        6.4630102594		10829.4381863224
-666.1799752942        6.4630102594		10827.1890117849
-666.2852829036        6.4630102594		10803.4906371740
-666.4127866028        6.4630102594		10773.4778799834
-666.5415944689        6.4630102594		10740.3859061490
-666.6221638580        6.4630102594		10718.0649320932
-666.6784121698        6.4630102594		10700.2084722854
-666.7618787390        6.4630102594		10677.6887498227
-666.7563365961        6.4630102594		10673.6568919897
-666.6990594847        6.4630102594		10681.9663814851
-666.7400827774        6.4630102594		10679.5912305395
-666.7425794917        6.4630102594		10687.6573516598
-666.6055788476        6.4630102594		10727.8516889704
-666.4390871399        6.4630102594		10770.9365368093
-666.5267539953        6.4630102594		10759.9906961827
-666.5995371095        6.4630102594		10745.9880181948
-666.3453605266        6.4630102594		10784.5408101077
-666.0853355985        6.4630102594		10829.5575753981
-666.1288589874        6.4630102594		10830.3306476002
-666.1729130205        6.4630102594		10812.1881517486
-666.3279982216        6.4630102594		10769.7347235163
-666.4502846526        6.4630102594		10736.5535410103
-666.5185924519        6.4630102594		10715.4343402641
-666.6125749070        6.4630102594		10695.4277580485
-666.6118943453        6.4630102594		10696.9937954048
-666.3559831029        6.4630102594		10745.9156052767
-666.0727218042        6.4630102594		10798.1955981442
-666.0584849388        6.4630102594		10798.7768518070
-666.2470324844        6.4630102594		10764.4113657270
-666.4499779322        6.4630102594		10729.6582070061
-666.6490182576        6.4630102594		10701.8932226397
-666.7695494864        6.4630102594		10689.1155996111
-666.7645145584        6.4630102594		10694.4807619099
-666.7504093790        6.4630102594		10695.4910144059
-666.8674694691        6.4630102594		10681.9843196568
-666.8083951027        6.4630102594		10696.3417827749
-666.8154855636        6.4630102594		10702.8271901875
-666.8728031425        6.4630102594		10690.7797036227
-666.9284120555        6.4630102594		10670.9717416196
-666.9852716922        6.4630102594		10648.1347480324
-667.0921903977        6.4630102594		10616.0273919079
-667.2167717456        6.4630102594		10581.2160469270
-667.2687431792        6.4630102594		10562.0416018120
-667.2803774346        6.4630102594		10563.8528900578
-667.1321295849        6.4630102594		10594.5612608312
-667.0712969468        6.4630102594		10618.2279528331
-667.0053784914        6.4630102594		10638.2136322149
-667.0282881677        6.4630102594		10635.4736669009
-667.1080220367        6.4630102594		10615.9212505489
-667.1889829510        6.4630102594		10601.7241783963
-667.0829595959        6.4630102594		10622.0113401936
-666.9118584976        6.4630102594		10651.9902811108
-666.9010314447        6.4630102594		10656.3545735586
-666.9250640134        6.4630102594		10661.4775689302
-666.8104647783        6.4630102594		10698.9125317761
-666.5896440105        6.4630102594		10756.5204845178
-666.3298529226        6.4630102594		10803.2927266204
-666.4424311941        6.4630102594		10787.1031615548
-666.5715152435        6.4630102594		10753.6755185843
-666.7183099612        6.4630102594		10722.2233989778
-666.8054682500        6.4630102594		10704.9644513851
-666.8423353182        6.4630102594		10696.5359214121
-666.7898354031        6.4630102594		10700.2287160923
-666.7720694709        6.4630102594		10702.1645645440
-666.7428725226        6.4630102594		10706.7234819889
-666.7215865422        6.4630102594		10708.3210344300
-666.6944511735        6.4630102594		10712.7978606985
-666.6382252128        6.4630102594		10725.8774238803
-666.5375468621        6.4630102594		10747.0944372092
-666.4706443749        6.4630102594		10763.9840082705
-666.4531715402        6.4630102594		10772.0275098136
-666.4463438042        6.4630102594		10772.7553354117
-666.4021051252        6.4630102594		10776.0104860782
-666.3327534386        6.4630102594		10781.2167420175
-666.4774391679        6.4630102594		10758.1222012014
-666.5948500434        6.4630102594		10737.5214951272
-666.7490147306        6.4630102594		10712.0549966638
-666.9331930787        6.4630102594		10682.6111284211
-666.9393403554        6.4630102594		10680.8174143910
-666.8600563839        6.4630102594		10690.1171932352
-666.8471342558        6.4630102594		10680.9549783252
-666.7861504510        6.4630102594		10678.8542498930
-666.7763610322        6.4630102594		10685.0484443980
-666.6677038466        6.4630102594		10710.9413674017
-666.6436529064        6.4630102594		10719.7506715808
-666.7958069730        6.4630102594		10689.5744313574
-667.0494273175        6.4630102594		10637.0912161732
-667.1552122021        6.4630102594		10614.6884330945
-667.0687793881        6.4630102594		10631.5408693122
-667.0336414917        6.4630102594		10639.6796752496
-667.0868957443        6.4630102594		10621.6659179309
-667.2589760583        6.4630102594		10578.8464666581
-667.3030710071        6.4630102594		10562.2138060976
-667.1141388838        6.4630102594		10588.6027449955
-666.8994752902        6.4630102594		10622.6575219558
-666.9120644308        6.4630102594		10631.3272561400
-666.7813270598        6.4630102594		10661.1246569309
-666.5654774210        6.4630102594		10701.7396912462
-666.4355902661        6.4630102594		10730.7407773007
-666.3062478568        6.4630102594		10763.7346103213
-666.1446447193        6.4630102594		10804.0597761083
-665.9943375239        6.4630102594		10833.6837843293
-666.0151338332        6.4630102594		10828.8204865083
-666.1063835061        6.4630102594		10799.9199898319
-666.2826434324        6.4630102594		10759.3422425024
-666.4416640119        6.4630102594		10729.1043407667
-666.4649610500        6.4630102594		10726.4923008886
-666.5863443512        6.4630102594		10726.3842781439
-666.4720659847        6.4630102594		10762.5378088692
-666.3441042260        6.4630102594		10796.4977788365
-666.3341156405        6.4630102594		10797.8776954475
-666.4630789545        6.4630102594		10762.8934813068
-666.5890059530        6.4630102594		10728.3931984812
-666.5876642218        6.4630102594		10723.6976298753
-666.5431183985        6.4630102594		10731.7896634708
-666.4556648928        6.4630102594		10748.5705739621
-666.3363063204        6.4630102594		10768.6374895131
-666.3811109121        6.4630102594		10758.6181155350
-666.6020437734        6.4630102594		10714.1427206419
-666.8350444854        6.4630102594		10665.1149523036
-667.0630325737        6.4630102594		10626.0820647791
-667.0594134988        6.4630102594		10628.9770662621
-666.9998814848        6.4630102594		10641.3244786208
-666.9752201412        6.4630102594		10647.9468807657
-666.9312967879        6.4630102594		10661.7052957901
-666.8597775171        6.4630102594		10675.5946482986
-666.8615745241        6.4630102594		10668.9534971426
-666.9248274952        6.4630102594		10649.4584774700
-667.0406654842        6.4630102594		10632.7120433132
-667.0437593308        6.4630102594		10640.8114809585
-666.9920148047        6.4630102594		10660.9185295164
-666.9511442218        6.4630102594		10682.1885345049
-666.8564627839        6.4630102594		10705.5076724977
-666.9393649427        6.4630102594		10698.9949980185
-666.9358618636        6.4630102594		10708.0572381179
-666.7818439184        6.4630102594		10744.3976071880
-666.6058686173        6.4630102594		10775.0564493251
-666.5545623626        6.4630102594		10775.3787997988
-666.5357178222        6.4630102594		10763.2694230331
-666.5819780846        6.4630102594		10742.2040574420
-666.6319798485        6.4630102594		10722.9115533923
-666.6434247524        6.4630102594		10711.7295483086
-666.7290635988        6.4630102594		10696.0856094401
-666.8139091435        6.4630102594		10685.0155932002
-666.9014275148        6.4630102594		10676.4115952401
-666.9946895483        6.4630102594		10667.1085186313
-667.0417890236        6.4630102594		10661.1983011276
-666.8982080502        6.4630102594		10684.5544005073
-666.5647429631        6.4630102594		10742.3170979628
-666.3304439499        6.4630102594		10792.4046687634
-666.3404784168        6.4630102594		10798.7406596197
-666.5587244568        6.4630102594		10759.7610411003
-666.7783830130        6.4630102594		10709.9301485356
-666.9719455025        6.4630102594		10660.6858604689
-667.1568772908        6.4630102594		10616.6525743638
-667.2918197469        6.4630102594		10583.7465476475
-667.3198651299        6.4630102594		10574.7190063814
-667.2128012092        6.4630102594		10594.2683924373
-666.9764093551        6.4630102594		10640.9443167111
-666.7083975421        6.4630102594		10695.9538961542
-666.5740757937        6.4630102594		10730.8294220656
-666.5289640206        6.4630102594		10744.7930190379
-666.4551028979        6.4630102594		10757.8694652067
-666.4673748913        6.4630102594		10759.8044828594
-666.5101746353        6.4630102594		10756.7560100176
-666.5387657520        6.4630102594		10755.2897897126
-666.5646314611        6.4630102594		10751.3048754773
-666.6771380597        6.4630102594		10743.8105351271
-666.5888883652        6.4630102594		10762.6583163480
-666.5179385315        6.4630102594		10766.3604142534
-666.5839255816        6.4630102594		10741.1613116191
-666.6593097440        6.4630102594		10718.9762971308
-666.7331224087        6.4630102594		10703.8522462955
-666.7775064694        6.4630102594		10695.5703904737
-666.8066416775        6.4630102594		10689.5368872043
-666.7652741067        6.4630102594		10695.4051636646
-666.6333426056        6.4630102594		10721.2926746864
-666.4653244904        6.4630102594		10763.1312967211
-666.3973545097        6.4630102594		10792.1452071746
-666.2915765585        6.4630102594		10809.2724919700
-666.4375467800        6.4630102594		10793.6629001291
-666.3732530282        6.4630102594		10806.9912273513
-666.3104334669        6.4630102594		10819.5037045840
-666.3910612873        6.4630102594		10798.7928983848
-666.4768373580        6.4630102594		10767.8716087131
-666.5394756881        6.4630102594		10739.1058493747
-666.7163552036        6.4630102594		10702.5454450118
-666.7519794860        6.4630102594		10690.0108392733
-666.7701099831        6.4630102594		10683.8517961435
-666.7657264238        6.4630102594		10682.2757754574
-666.6858171710        6.4630102594		10694.6425964640
-666.5555490876        6.4630102594		10723.1957927101
-666.3334524014        6.4630102594		10766.3613891282
-666.3782111012        6.4630102594		10759.0260595116
-666.6420198398        6.4630102594		10704.5547515882
-666.7700073515        6.4630102594		10662.3570012488
-666.7874250495        6.4630102594		10642.2784808416
-666.9175965377        6.4630102594		10622.4056859274
-666.7850434378        6.4630102594		10644.2098234067
-666.5997832938        6.4630102594		10672.6848514246
-666.8510166197        6.4630102594		10636.6995361283
-667.0089696766        6.4630102594		10616.4857743766
-666.9090979201        6.4630102594		10641.9730023823
-666.6328542408        6.4630102594		10699.6660335719
-666.3896191940        6.4630102594		10755.8327884519
-666.2382486076        6.4630102594		10788.1754523600
-666.2540523011        6.4630102594		10784.6415320009
-666.4615111106        6.4630102594		10754.7628019461
-666.5219651065        6.4630102594		10747.5882474439
-666.5017052594        6.4630102594		10750.0576134910
-666.5239124427        6.4630102594		10741.8488222076
-666.5400056442        6.4630102594		10739.3870771851
-666.4606552843        6.4630102594		10754.7319807281
-666.4251943787        6.4630102594		10760.5717166691
-666.4669457088        6.4630102594		10749.5852422708
-666.4162339110        6.4630102594		10745.7664966278
-666.3882380625        6.4630102594		10731.1931164749
-666.3709919607        6.4630102594		10709.2779707391
-666.6555549232        6.4630102594		10664.9768372641
-666.8243647523        6.4630102594		10639.0988702267
-666.9858061010        6.4630102594		10611.3385299033
-667.0446007072        6.4630102594		10596.3107817289
-667.1424362898        6.4630102594		10589.0799815017
-667.0398342593        6.4630102594		10616.0271930454
-666.7811778821        6.4630102594		10671.6136618550
-666.3931968873        6.4630102594		10746.3053191587
-666.1735282443        6.4630102594		10792.8937746609
-666.1232691558        6.4630102594		10802.0642122785
-666.3257407731        6.4630102594		10768.5820969380
-666.5972058723        6.4630102594		10720.2589429386
-666.7178997405        6.4630102594		10692.2088171117
-666.7205691126        6.4630102594		10684.4855621517
-666.6908297011        6.4630102594		10684.9680526183
-666.7142374520        6.4630102594		10676.1447539314
-666.8208619694        6.4630102594		10656.2292668856
-666.7796253145        6.4630102594		10668.4868377633
-666.6067025245        6.4630102594		10707.9005295096
-666.6363114098        6.4630102594		10705.0466859033
-666.7649393353        6.4630102594		10682.7413352160
-666.7143209394        6.4630102594		10695.4557009506
-666.5123957738        6.4630102594		10736.5082001956
-666.2179440729        6.4630102594		10792.4793967470
-665.9998112037        6.4630102594		10831.4944686358
-665.9954902071        6.4630102594		10824.4935552051
-666.1710443942        6.4630102594		10780.1799839227
-666.3610936795        6.4630102594		10735.0294524812
-666.6180185358        6.4630102594		10684.0815280442
-666.7866375445        6.4630102594		10654.7554160468
-666.7670297497        6.4630102594		10662.5614506353
-666.6544544701        6.4630102594		10692.7915084721
-666.5380928965        6.4630102594		10723.7992572521
-666.5999941839        6.4630102594		10724.9646554772
-666.5937769074        6.4630102594		10729.2043212313
-666.4651628156        6.4630102594		10746.5102396920
-666.5033941681        6.4630102594		10730.8777383634
-666.7631102379        6.4630102594		10678.8997003706
-666.9911284106        6.4630102594		10629.9996183340
-667.2071504693        6.4630102594		10585.3138308170
-667.3369210706        6.4630102594		10558.9264475122
-667.2323124217        6.4630102594		10574.3739204210
-667.0248965835        6.4630102594		10612.4873165157
-666.9673601587        6.4630102594		10637.9325673680
-666.8324104871        6.4630102594		10668.7973890462
-666.8199202801        6.4630102594		10678.5853000315
-666.8521348834        6.4630102594		10680.2140791759
-666.8328062721        6.4630102594		10691.5754369690
-666.8479361882        6.4630102594		10699.8106816559
-666.8144106665        6.4630102594		10708.3142721124
-666.7901672197        6.4630102594		10706.0264029729
-666.7628264204        6.4630102594		10697.9638144756
-666.7341138759        6.4630102594		10697.5880082902
-666.6957145436        6.4630102594		10708.1946596007
-666.7894018284        6.4630102594		10706.3281709367
-666.7766367496        6.4630102594		10720.0357591946
-666.7187064332        6.4630102594		10739.5215912583
-666.6789250910        6.4630102594		10750.7446759085
-666.6530713686        6.4630102594		10754.8176760776
-666.5823214811        6.4630102594		10769.4649387916
-666.3867498537        6.4630102594		10804.1859867367
-666.4119260726        6.4630102594		10799.8477483062
-666.5816157817        6.4630102594		10764.3552871557
-666.6090508436        6.4630102594		10749.1863224461
-666.5483243359        6.4630102594		10754.6102150077
-666.5316281375        6.4630102594		10758.4614580409
-666.5232682367        6.4630102594		10759.3968818747
-666.5792520672        6.4630102594		10747.6852067258
-666.6421784180        6.4630102594		10731.7006012536
-666.7234872201        6.4630102594		10715.7717345711
-666.7157237736        6.4630102594		10724.5462901073
-666.5927660260        6.4630102594		10757.0457566831
-666.5234412931        6.4630102594		10781.1997039527
-666.4345497517        6.4630102594		10802.7720595286
-666.3848673940        6.4630102594		10807.5090534496
-666.4855591469        6.4630102594		10773.7752520880
-666.6475889710        6.4630102594		10722.1152337168
-666.8118897828        6.4630102594		10674.7068915551
-666.8933513386        6.4630102594		10650.5807624222
-666.8581949774        6.4630102594		10651.9141783026
-666.7767954892        6.4630102594		10667.0139295839
-666.7180917434        6.4630102594		10681.7080562719
-666.6838378212        6.4630102594		10690.7275823665
-666.5942947322        6.4630102594		10709.0372367876
-666.3550914575        6.4630102594		10753.7382174391
-666.3400010403        6.4630102594		10780.2258334478
-666.3243101634        6.4630102594		10791.4593849371
-666.3215202563        6.4630102594		10781.1107632499
-666.5169114528        6.4630102594		10736.7778665199
-666.6580991342        6.4630102594		10697.3493287034
-666.7217273610        6.4630102594		10673.5938043758
-666.7262386410        6.4630102594		10668.3249919300
-666.5666910687        6.4630102594		10697.1370986834
-666.4319460821        6.4630102594		10730.7662055376
-666.2804452021        6.4630102594		10764.1253677956
-666.2011758609        6.4630102594		10782.7244854278
-666.2542542253        6.4630102594		10777.0985793083
-666.2567768514        6.4630102594		10766.9019126555
-666.3957915754        6.4630102594		10736.9589162483
-666.4457260848        6.4630102594		10731.3801771537
-666.4835816484        6.4630102594		10740.6044817717
-666.4386868471        6.4630102594		10760.7984194519
-666.2596804078        6.4630102594		10800.9650297426
-666.2480922028        6.4630102594		10814.2736739225
-666.3782292509        6.4630102594		10797.4055952768
-666.5350264383        6.4630102594		10759.9139916416
-666.7444182763        6.4630102594		10705.2551694295
-666.8851125865        6.4630102594		10665.1219808267
-666.9096884120        6.4630102594		10652.3554337188
-666.8040134261        6.4630102594		10668.7912787730
-666.6869968323        6.4630102594		10688.5397561454
-666.8324071079        6.4630102594		10671.6605838968
-666.9108765354        6.4630102594		10663.7241670888
-666.8561683832        6.4630102594		10677.2937263667
-666.7614174420        6.4630102594		10698.4157482340
-666.7052703046        6.4630102594		10712.3763943484
-666.7120955550        6.4630102594		10711.7692611345
-666.6451081111        6.4630102594		10720.9994938838
-666.5057035680        6.4630102594		10743.2758445983
-666.4459008947        6.4630102594		10752.4050705530
-666.3759543151        6.4630102594		10751.0547689914
-666.4191827861        6.4630102594		10733.8270951926
-666.5735725540        6.4630102594		10708.9644626305
-666.7826902425        6.4630102594		10676.7816145748
-666.9383759950        6.4630102594		10649.3703841867
-666.8567831634        6.4630102594		10661.5239543377
-666.6308473246        6.4630102594		10705.7538534565
-666.3583438090        6.4630102594		10768.7895069368
-666.1861698223        6.4630102594		10816.9688843535
-666.2665362880        6.4630102594		10814.9531775780
-666.4678603861        6.4630102594		10790.7753143255
-666.4987618308        6.4630102594		10792.9676789318
-666.3581775011        6.4630102594		10821.8032833049
-666.2933404914        6.4630102594		10835.3804850593
-666.3502588026        6.4630102594		10819.2134200787
-666.2897535662        6.4630102594		10814.8296341384
-666.2276720881        6.4630102594		10815.8354339955
-666.2645790292        6.4630102594		10807.4885752478
-666.2709795016        6.4630102594		10806.6956392311
-666.2237637452        6.4630102594		10816.5881096419
-666.1307290440        6.4630102594		10832.0717471547
-666.1777651337        6.4630102594		10821.6600992370
-666.3382713098        6.4630102594		10783.3284255007
-666.5038416324        6.4630102594		10743.2612036772
-666.5265272385        6.4630102594		10731.8789529965
-666.4945823598        6.4630102594		10738.3287093679
-666.5030225983        6.4630102594		10742.1976308001
-666.5065771393        6.4630102594		10740.0623754122
-666.5075837071        6.4630102594		10735.5878387334
-666.3650700866        6.4630102594		10752.1919299778
-666.2838883777        6.4630102594		10761.4347322305
-666.3869008940        6.4630102594		10744.2280610511
-666.4748793201        6.4630102594		10729.8772813309
-666.6071535772        6.4630102594		10711.1858561931
-666.7635781773        6.4630102594		10687.0574317172
-666.7168557816        6.4630102594		10681.9008116414
-666.7493067524        6.4630102594		10678.8450632064
-666.7138574178        6.4630102594		10689.4102088253
-666.6839364432        6.4630102594		10701.2788109248
-666.6062862489        6.4630102594		10722.5086123084
-666.4848958417        6.4630102594		10742.6656768885
-666.4490214746        6.4630102594		10750.3405714697
-666.2552336200        6.4630102594		10788.7663973090
-666.0403753177        6.4630102594		10826.0925903539
-666.2759306219        6.4630102594		10789.7160064643
-666.3485886492        6.4630102594		10776.3509363596
-666.2445822795        6.4630102594		10804.9028583487
-666.0431037914        6.4630102594		10850.8039733924
-665.7822388125        6.4630102594		10900.4511868552
-665.6890934106        6.4630102594		10925.3240732378
-665.8333881984        6.4630102594		10907.0604585917
-666.0282746513        6.4630102594		10874.9486234369
-666.1158474657        6.4630102594		10863.0774331443
-666.1371924446        6.4630102594		10865.8223854769
-666.1229283608        6.4630102594		10868.5765121381
-666.1288704349        6.4630102594		10863.1640045845
-666.1716173650        6.4630102594		10852.7245669149
-666.1625459902        6.4630102594		10854.4382803964
-666.1242789939        6.4630102594		10859.3463662624
-666.2538653692        6.4630102594		10827.2525193021
-666.4547905597        6.4630102594		10784.2380448030
-666.4887048709        6.4630102594		10775.0513810820
-666.3955925181        6.4630102594		10783.3303093982
-666.5537424610        6.4630102594		10747.8200550937
-666.6738244716        6.4630102594		10716.6831322549
-666.6930683696        6.4630102594		10709.1441373319
-666.6820714407        6.4630102594		10714.7803339815
-666.6147751862        6.4630102594		10731.8446761199
-666.6429881793        6.4630102594		10740.0720365000
