Potential energy (Ha)  Kinetic Energy (Ha)	Pressure (GPa)
-627.4938512988        6.4630102594		42273.3880920870
-627.1759771400        6.4630102594		42377.8353509082
-627.3619569884        6.4630102594		42313.9883701191
-627.2811153255        6.4630102594		42326.6223690966
-627.0562334454        6.4630102594		42415.9481502214
-627.0405837827        6.4630102594		42419.4798811863
-626.7734241371        6.4630102594		42488.9683630599
-627.0024568048        6.4630102594		42455.7880341583
-627.0611874563        6.4630102594		42455.7365368065
-626.9093474782        6.4630102594		42511.0845013215
-627.0890517546        6.4630102594		42435.6596897585
-627.2473670383        6.4630102594		42334.7815158892
-627.1434482989        6.4630102594		42336.9010699911
-627.0044120656        6.4630102594		42366.2990760350
-626.9958264717        6.4630102594		42353.7109010032
-627.0764258829        6.4630102594		42326.3922561929
-627.0301823076        6.4630102594		42341.0021579008
-626.7439773978        6.4630102594		42407.9808931308
-626.8586365555        6.4630102594		42395.7802768623
-626.8409553291        6.4630102594		42425.5051444471
-626.7814983428        6.4630102594		42479.6643466045
-626.8666287327        6.4630102594		42446.4562589181
-627.0777828679        6.4630102594		42352.2101642320
-627.0956374172        6.4630102594		42325.4282602391
-626.9430066919        6.4630102594		42374.1247489563
-626.8179942007        6.4630102594		42394.8517591264
-627.0572655114        6.4630102594		42323.6594262073
-627.1669864689        6.4630102594		42298.4729879623
-627.0861721850        6.4630102594		42334.1050701137
-627.0126193955        6.4630102594		42370.0472140542
-626.9264854155        6.4630102594		42398.7807399975
-627.0239236649        6.4630102594		42380.2860365539
-627.0354502485        6.4630102594		42406.2919529053
-627.0921001490        6.4630102594		42402.0746010345
-627.1474459912        6.4630102594		42385.5370570645
-626.9954877348        6.4630102594		42412.8767598730
-626.8251643817        6.4630102594		42423.5487143212
-626.9295245963        6.4630102594		42415.3359048144
-626.9773040898        6.4630102594		42420.4506128964
-627.2314182952        6.4630102594		42331.8966247682
-627.1574702648        6.4630102594		42332.9019111431
-626.9742316316        6.4630102594		42413.1948039949
-626.7553808249        6.4630102594		42522.3695991198
-626.5455152460        6.4630102594		42612.5999226471
-626.4383316306        6.4630102594		42676.9481422985
-626.2597720845        6.4630102594		42739.7859288074
-626.4682257941        6.4630102594		42643.9799716454
-626.7936526251        6.4630102594		42481.4931944273
-626.8901872825        6.4630102594		42391.0554770600
-627.1549425549        6.4630102594		42291.5103186820
-627.1656375286        6.4630102594		42279.4969444992
-627.1678067841        6.4630102594		42295.5875375135
-626.9936452505        6.4630102594		42379.2158105550
-627.0370531609        6.4630102594		42428.8915253609
-627.2036953459        6.4630102594		42424.0813990558
-626.9510840079        6.4630102594		42507.3379353203
-626.5111148899        6.4630102594		42626.8402023271
-626.6567668510        6.4630102594		42573.6449693337
-626.9070284666        6.4630102594		42494.2122120976
-626.8736696793        6.4630102594		42509.5144282920
-626.8145585445        6.4630102594		42532.9427984431
-626.7701237423        6.4630102594		42542.3702837279
-626.9381564915        6.4630102594		42484.7104560483
-627.1386185299        6.4630102594		42428.6667918039
-627.0124397273        6.4630102594		42456.8826289959
-626.7112077637        6.4630102594		42545.7076024066
-626.3384684046        6.4630102594		42662.4870433823
-626.1890004373        6.4630102594		42707.0986560334
-626.6009276700        6.4630102594		42586.8512681611
-626.9194421136        6.4630102594		42491.5865666902
-626.8675052539        6.4630102594		42513.1787638875
-626.4828483148        6.4630102594		42608.7214539417
-626.6669282025        6.4630102594		42517.6145469059
-626.8006551623        6.4630102594		42442.1634426505
-627.0439656905        6.4630102594		42361.2728390985
-627.0516122105        6.4630102594		42372.7137641016
-626.9026818352        6.4630102594		42440.8420836900
-626.7973262737        6.4630102594		42472.8571687335
-627.0185619371        6.4630102594		42398.9817148584
-627.2044453555        6.4630102594		42344.5843698367
-627.0106832645        6.4630102594		42412.9498872425
-626.8420772432        6.4630102594		42500.3931799869
-626.8150258080        6.4630102594		42549.2078409467
-626.8013625283        6.4630102594		42573.6839670700
-626.6747216346        6.4630102594		42626.8632987555
-626.6129980212        6.4630102594		42640.8095589651
-626.7377952301        6.4630102594		42587.0559103194
-626.8858584776        6.4630102594		42527.3876256817
-626.8730741698        6.4630102594		42524.5867224839
-626.5844414307        6.4630102594		42609.1792336753
-626.5335263764        6.4630102594		42603.9699591184
-626.8979080949        6.4630102594		42440.6058553304
-626.9981319352        6.4630102594		42402.1938430530
-626.9162481849        6.4630102594		42471.5481361867
-626.9131264925        6.4630102594		42493.1894206466
-626.7611919990        6.4630102594		42517.4048305026
-626.6568254270        6.4630102594		42538.2572799786
-626.5613384683        6.4630102594		42546.0310989555
-626.6842013420        6.4630102594		42499.3017773792
-626.7887692740        6.4630102594		42455.2771592445
-626.8249369083        6.4630102594		42428.2223873679
-626.7999302514        6.4630102594		42424.6197489597
-626.8688288018        6.4630102594		42390.9626481691
-627.1971249861        6.4630102594		42272.2052880003
-627.4470394100        6.4630102594		42186.6611796290
-627.4607345290        6.4630102594		42191.7833870099
-627.2116308541        6.4630102594		42300.5882137602
-626.5746189135        6.4630102594		42517.7530099814
-626.4983534786        6.4630102594		42551.2884138452
-626.6762636684        6.4630102594		42489.5137122756
-626.9713451791        6.4630102594		42418.0866419405
-627.0171392905        6.4630102594		42387.2468944074
-627.1433136680        6.4630102594		42346.5123831827
-627.1671507455        6.4630102594		42336.7650340153
-627.3087564146        6.4630102594		42293.5349333976
-627.4581905797        6.4630102594		42236.8450000439
-627.1917321200        6.4630102594		42301.9158252008
-627.2239401339        6.4630102594		42290.8781637067
-627.3684778478        6.4630102594		42252.5288179909
-627.1429914297        6.4630102594		42331.3210321285
-626.9325555254        6.4630102594		42400.8614453529
-626.9844142930        6.4630102594		42393.6529285534
-626.8998402352        6.4630102594		42419.3240312620
-627.0762198504        6.4630102594		42371.9481960909
-627.1841169899        6.4630102594		42351.2768630391
-627.1155998564        6.4630102594		42365.6425290990
-626.9551588764        6.4630102594		42409.5591909059
-626.7286890950        6.4630102594		42494.7408634157
-626.3531530108        6.4630102594		42623.3486393319
-626.0596990738        6.4630102594		42738.7779957544
-625.9115431483        6.4630102594		42819.3385926101
-626.3154463061        6.4630102594		42720.5739507530
-626.4951306690        6.4630102594		42652.2691865125
-626.6255218536        6.4630102594		42603.3328704708
-626.8274213152        6.4630102594		42493.2238770104
-627.1098080351        6.4630102594		42353.0887592391
-627.1094144381        6.4630102594		42312.8227057043
-627.1343283203        6.4630102594		42274.7602480391
-627.4419452148        6.4630102594		42165.0285855818
-627.4023612880        6.4630102594		42165.8551583805
-627.3462924921        6.4630102594		42217.8099903710
-627.2550548208        6.4630102594		42271.5825057812
-627.2826729047        6.4630102594		42278.1896339160
-627.2216023778        6.4630102594		42308.2796597641
-627.0805212433        6.4630102594		42375.7569810595
-626.6586098248        6.4630102594		42526.8005299033
-626.5155058432        6.4630102594		42590.5611560106
-626.9830888295        6.4630102594		42449.2956313953
-627.0382491114        6.4630102594		42413.2917079053
-627.0590837130        6.4630102594		42404.1094982742
-627.1025152386        6.4630102594		42399.2184049166
-627.2300353387        6.4630102594		42384.8683288390
-626.8740173473        6.4630102594		42506.7367934960
-626.6550401723        6.4630102594		42618.3118659021
-626.6447007670        6.4630102594		42657.8808886240
-626.6649162073        6.4630102594		42653.1280740666
-626.6723238182        6.4630102594		42613.8816204673
-626.8231777157        6.4630102594		42559.8420938295
-626.9728166771        6.4630102594		42522.3358012846
-627.0926432758        6.4630102594		42485.8744092540
-627.1781455907        6.4630102594		42442.6543521566
-627.1647730311        6.4630102594		42423.9601305563
-627.1004665055        6.4630102594		42403.4963471486
-627.4536142248        6.4630102594		42279.0361282729
-627.5575052542        6.4630102594		42242.1379549550
-627.3344296090        6.4630102594		42297.1739439811
-627.3299153369        6.4630102594		42277.6561365020
-627.4069603524        6.4630102594		42252.3529017488
-627.0602899511        6.4630102594		42356.9530533790
-626.9814349620        6.4630102594		42396.4134078962
-626.9917660186        6.4630102594		42411.9354424766
-626.7084552542        6.4630102594		42515.6679782310
-626.7851963294        6.4630102594		42481.9169361659
-626.9613586533        6.4630102594		42394.1782777141
-627.0134889672        6.4630102594		42371.6272327929
-626.9558599652        6.4630102594		42399.5942284320
-626.7514785252        6.4630102594		42482.5603297877
-626.4811497761        6.4630102594		42559.3392564448
-626.7229927412        6.4630102594		42477.0141320972
-626.7958229877        6.4630102594		42451.6837054499
-626.6855249229        6.4630102594		42488.2962126767
-626.8069522634        6.4630102594		42442.6551957550
-627.1255205072        6.4630102594		42325.1928817968
-627.2078216253        6.4630102594		42282.0477452138
-627.2496387780        6.4630102594		42253.0484758892
-627.6362187439        6.4630102594		42146.3730474395
-627.5522201096        6.4630102594		42175.4784182385
-627.2229709396        6.4630102594		42280.8359252326
-626.9574408443        6.4630102594		42391.7065375680
-626.6335723095        6.4630102594		42541.4288407510
-626.7914848107        6.4630102594		42527.8614018813
-626.9553337090        6.4630102594		42484.8363091691
-627.0267803343        6.4630102594		42465.2021080445
-627.0758656600        6.4630102594		42450.9451401977
-626.9659776713        6.4630102594		42486.8219645409
-626.8449709909        6.4630102594		42530.7222893135
-627.0417794520        6.4630102594		42469.6066082224
-627.1660428421        6.4630102594		42409.1610232581
-627.0496414551        6.4630102594		42435.5811208978
-626.7803010331        6.4630102594		42533.2266004686
-626.5553853734        6.4630102594		42640.6240595066
-626.0597362455        6.4630102594		42785.4800688543
-626.1062687517        6.4630102594		42739.1746735529
-626.6182950254        6.4630102594		42574.9663235914
-626.9224900823        6.4630102594		42486.9164828529
-627.0083201237        6.4630102594		42448.5733725884
-627.0072353140        6.4630102594		42434.7134512659
-626.7812691148        6.4630102594		42476.3593670677
-626.7517384365        6.4630102594		42501.5017176385
-626.8587457140        6.4630102594		42493.9499723893
-627.0057179774        6.4630102594		42467.2655109546
-627.0072550204        6.4630102594		42455.1896151527
-627.0796461219        6.4630102594		42443.8339104363
-626.9648637124        6.4630102594		42493.4397855897
-626.7557608330        6.4630102594		42574.8141589562
-626.5291492217        6.4630102594		42657.9688932154
-626.7304918015        6.4630102594		42585.0622293691
-627.1120495202        6.4630102594		42432.3104729406
-627.0349848420        6.4630102594		42429.3967809688
-627.0544641196        6.4630102594		42429.8973230620
-626.9876384722        6.4630102594		42432.9128985587
-626.9434318649        6.4630102594		42423.1500835770
-626.8408300075        6.4630102594		42424.4249104795
-626.9916224624        6.4630102594		42373.0018742365
-626.9762293204        6.4630102594		42372.1942859112
-626.9663142211        6.4630102594		42369.7187814229
-627.1050799761        6.4630102594		42339.2767501566
-627.1585942171        6.4630102594		42321.8925787503
-627.2239514081        6.4630102594		42301.1413636167
-627.2540106426        6.4630102594		42302.6416203581
-627.2820042741        6.4630102594		42315.7456814836
-627.0126660603        6.4630102594		42410.5482951290
-626.5927511753        6.4630102594		42529.3640730394
-626.6345747883        6.4630102594		42505.2563873510
-626.6916049270        6.4630102594		42488.4980617998
-626.5928676846        6.4630102594		42559.0606437300
-626.4715914899        6.4630102594		42628.5137387806
-626.6110650165        6.4630102594		42586.2771224094
-626.9626510253        6.4630102594		42450.4027428700
-627.0996393913        6.4630102594		42376.6530203305
-626.9666009251        6.4630102594		42419.9193574400
-626.3919927273        6.4630102594		42609.9064422783
-625.8237534837        6.4630102594		42775.3433454207
-626.1550286236        6.4630102594		42726.5746832734
-626.1999143911        6.4630102594		42749.0975343330
-626.2529424027        6.4630102594		42754.5228179292
-626.6932190089        6.4630102594		42634.9118082661
-626.8134754656        6.4630102594		42575.3941977009
-627.0924612596        6.4630102594		42429.2429216880
-626.8282825354        6.4630102594		42449.9421374835
-626.9109022325        6.4630102594		42389.3872080620
-626.5651270806        6.4630102594		42503.5996756214
-626.4025938498        6.4630102594		42578.5328069405
-626.6386185122        6.4630102594		42511.0738686064
-626.8001687853        6.4630102594		42465.4340278482
-626.5979058280        6.4630102594		42559.4395310945
-626.4260165999        6.4630102594		42679.8554419657
-626.2734184597        6.4630102594		42763.7752591152
-625.9377816569        6.4630102594		42849.3067252297
-626.0844891737        6.4630102594		42774.1272555638
-626.4924512179        6.4630102594		42616.2350596018
-626.7658236945        6.4630102594		42504.1872342496
-626.8749863316        6.4630102594		42434.2273447880
-626.7472844924        6.4630102594		42443.0352541259
-626.7185533743        6.4630102594		42438.1781670422
-626.8556552362        6.4630102594		42404.4873909454
-626.7987450314        6.4630102594		42449.7750365342
-626.9151888950        6.4630102594		42434.8632295029
-627.0208201667        6.4630102594		42415.6141931767
-627.2307324400        6.4630102594		42381.9913676500
-627.2395388327        6.4630102594		42391.9106768429
-627.1476291988        6.4630102594		42419.2903633410
-627.0221966432        6.4630102594		42448.0310941169
-627.0391682571        6.4630102594		42437.6750463326
-627.3124153474        6.4630102594		42352.6181126943
-627.3315080049        6.4630102594		42346.5486580242
-627.1407513495        6.4630102594		42422.1224411873
-627.1199925798        6.4630102594		42443.9258137217
-626.9468414007        6.4630102594		42493.3074248400
-627.1716453012        6.4630102594		42413.5729754891
-627.3714822390        6.4630102594		42331.7473291327
-627.2065273630        6.4630102594		42356.9196069922
-627.3388465406        6.4630102594		42320.4769073896
-627.3679810487        6.4630102594		42327.4051501395
-627.1968839527        6.4630102594		42391.6480195377
-627.2033880776        6.4630102594		42377.2510740288
-627.1420280339        6.4630102594		42386.3418626405
-626.9305378518        6.4630102594		42471.0629695886
-626.6563444711        6.4630102594		42551.5870866940
-626.6150131492        6.4630102594		42552.7184370611
-626.8665988079        6.4630102594		42506.7556238410
-627.0400143397        6.4630102594		42476.0596726099
-626.9650520944        6.4630102594		42496.6703642658
-626.7414360456        6.4630102594		42579.3203746374
-626.3801651743        6.4630102594		42735.1573035487
-626.1799987637        6.4630102594		42821.6724573677
-626.6778026760        6.4630102594		42655.2343067617
-627.1930233989        6.4630102594		42440.2886483336
-627.2499764010        6.4630102594		42364.5707282061
-627.0393715437        6.4630102594		42399.5144655202
-627.1129255391        6.4630102594		42391.8277855978
-627.0589833782        6.4630102594		42426.4871778298
-626.9012495979        6.4630102594		42496.8827127807
-626.8656493434        6.4630102594		42487.2650535159
-627.1207041679        6.4630102594		42385.6638413851
-627.1348080044        6.4630102594		42360.1780444218
-627.1569044745        6.4630102594		42365.3726895184
-626.8762847224        6.4630102594		42473.0835344094
-626.8050332420        6.4630102594		42493.1847174885
-627.1462397842        6.4630102594		42398.6301815320
-627.0431354929        6.4630102594		42448.1203351444
-626.5499145149        6.4630102594		42611.7867269900
-626.7191440488        6.4630102594		42567.7853340019
-626.9657352796        6.4630102594		42482.8227668196
-626.7846303815        6.4630102594		42550.7017738357
-626.4962601758        6.4630102594		42658.8484914046
-626.5281995558        6.4630102594		42627.1743009764
-626.7510197028        6.4630102594		42509.8935961657
-627.0021354712        6.4630102594		42397.5017541000
-627.1836346938        6.4630102594		42324.3366215947
-627.1308559727        6.4630102594		42340.7864250416
-627.0549943120        6.4630102594		42371.7487395461
-626.9054432529        6.4630102594		42420.2662632392
-626.8282553362        6.4630102594		42463.6614981516
-626.8478813992        6.4630102594		42496.8077765141
-626.7404096136        6.4630102594		42548.7570258580
-626.6745144505        6.4630102594		42575.4118721078
-626.8002219459        6.4630102594		42573.2565023973
-626.7869514712        6.4630102594		42588.9968970850
-626.9407321750        6.4630102594		42539.7348852987
-626.9171479978        6.4630102594		42542.0353804114
-626.8397913682        6.4630102594		42547.6018074271
-626.9739676407        6.4630102594		42484.5717932761
-627.0504237597        6.4630102594		42460.7508900355
-626.9543872159        6.4630102594		42500.6001046683
-626.9714460867        6.4630102594		42501.9076796429
-627.0672106056        6.4630102594		42456.5075124094
-627.2193662732        6.4630102594		42383.6839262762
-627.2677363077        6.4630102594		42338.2385556188
-627.0790657681        6.4630102594		42384.7983005406
-626.8704796291        6.4630102594		42428.0014958969
-627.0425459488        6.4630102594		42345.2417570632
-627.1590055748        6.4630102594		42305.7275588858
-627.1838705511        6.4630102594		42333.4111761356
-627.1216373733        6.4630102594		42389.8888952465
-626.8470178201        6.4630102594		42489.2957051995
-626.7308096017        6.4630102594		42538.0575541099
-626.7819305504        6.4630102594		42522.7779443312
-626.9644760581        6.4630102594		42424.1641358286
-626.9712198970        6.4630102594		42365.9447104523
-626.9210168677        6.4630102594		42400.7204385231
-626.6911311470        6.4630102594		42499.1757458022
-626.5847909750        6.4630102594		42543.9005291521
-626.6495085030        6.4630102594		42564.2475647495
-626.3974486009        6.4630102594		42648.1785728431
-626.3334833690        6.4630102594		42658.6779381564
-626.4733022444        6.4630102594		42618.3147020359
-626.6092545773        6.4630102594		42554.7348850930
-626.9587022428        6.4630102594		42403.7964620793
-627.3091962673        6.4630102594		42266.5961773012
-627.4058270030        6.4630102594		42233.1121900666
-627.2930738819        6.4630102594		42296.3189453469
-626.9552332062        6.4630102594		42449.7347035211
-626.6787277101        6.4630102594		42564.2949120228
-626.7565389163        6.4630102594		42543.9012451122
-626.8517790986        6.4630102594		42502.6127608774
-626.8087385872        6.4630102594		42495.6663783361
-626.9097485568        6.4630102594		42457.2943165311
-626.9448056402        6.4630102594		42435.9241513440
-626.8360544955        6.4630102594		42470.9771493403
-626.7321915893        6.4630102594		42526.3139309586
-626.7722615133        6.4630102594		42511.5599930989
-627.0313530858        6.4630102594		42385.7864584852
-627.3347677252        6.4630102594		42251.9409634406
-627.3797520507        6.4630102594		42199.7059900831
-627.4442646979        6.4630102594		42164.7123425239
-627.2676013106        6.4630102594		42240.3158075269
-627.3514993635        6.4630102594		42288.3357666057
-627.1418666608        6.4630102594		42419.0360597031
-626.8416749124        6.4630102594		42538.5441712077
-626.6061747283        6.4630102594		42603.0145843507
-626.7112393864        6.4630102594		42602.3748368248
-626.6990978393        6.4630102594		42602.5294122462
-626.9132452694        6.4630102594		42518.0143363728
-626.9709931190        6.4630102594		42502.0998598046
-626.7740096610        6.4630102594		42566.4643523741
-626.7132857350        6.4630102594		42599.0849956964
-626.8899152557        6.4630102594		42566.0388666454
-626.7309481665        6.4630102594		42622.0589180225
-626.5652889046        6.4630102594		42637.7323662783
-626.6383533802        6.4630102594		42564.5085838605
-626.6318838664        6.4630102594		42526.4075674634
-627.0398876771        6.4630102594		42424.1135220936
-627.2814785414        6.4630102594		42343.2623452589
-627.2975426813        6.4630102594		42329.8054346992
-627.2364755288        6.4630102594		42347.9174881768
-627.0278489268        6.4630102594		42402.8111259862
-626.8403947526        6.4630102594		42469.4887733067
-626.7837446915        6.4630102594		42504.8124031072
-626.8714129264        6.4630102594		42480.4379838541
-626.8496405984        6.4630102594		42474.2178924577
-626.8509322886        6.4630102594		42473.6732455610
-626.8243051124        6.4630102594		42497.3427447897
-626.7759910134        6.4630102594		42511.4428787991
-626.8688970493        6.4630102594		42453.5206388788
-626.9691758320        6.4630102594		42422.5416077464
-626.7341329138        6.4630102594		42480.8498557692
-626.6431721609        6.4630102594		42477.9785759680
-626.5329303605        6.4630102594		42504.7220918320
-626.4063624882        6.4630102594		42572.8256746010
-626.3975415947        6.4630102594		42609.4499351234
-626.3880021071        6.4630102594		42616.1404236800
-626.5793985311        6.4630102594		42569.8388070738
-626.8459120587        6.4630102594		42500.6955471353
-626.8284033086        6.4630102594		42507.9484239769
-626.6081703241        6.4630102594		42554.2825923484
-626.7596383854        6.4630102594		42469.9152858952
-627.0805331252        6.4630102594		42350.8690432698
-627.1685622802        6.4630102594		42335.0431591096
-626.9290770226        6.4630102594		42418.6447980005
-626.6277404530        6.4630102594		42500.7916506680
-626.7077662081        6.4630102594		42477.4459394960
-626.7992367446        6.4630102594		42469.4654452743
-626.5912351764        6.4630102594		42562.3987351149
-626.3568931685        6.4630102594		42656.5240060273
-626.3648246490        6.4630102594		42671.3632004030
-626.4241680878        6.4630102594		42708.0894333141
-626.4256930471        6.4630102594		42734.0777731859
-626.7025063126        6.4630102594		42634.1365398025
-626.9241258895        6.4630102594		42526.5223664294
-627.0606424811        6.4630102594		42459.2837532844
-627.1480143336        6.4630102594		42412.9019907189
-627.0971130343        6.4630102594		42386.7705463970
-627.0900340357        6.4630102594		42365.5173355911
-627.1308380267        6.4630102594		42332.8655372895
-627.2067040784        6.4630102594		42290.5092970561
-627.2800501548        6.4630102594		42268.5000553424
-627.4031602299        6.4630102594		42217.9046495841
-627.4234738114        6.4630102594		42192.1016746991
-627.3189695574        6.4630102594		42223.2114678624
-627.4368227541        6.4630102594		42195.9494388947
-627.3307733988        6.4630102594		42238.7896308116
-626.9302867234        6.4630102594		42358.7189898309
-627.1590126817        6.4630102594		42342.1133622801
-627.0736039967        6.4630102594		42387.8739947174
-626.8318485733        6.4630102594		42499.1594239023
-626.5560330141        6.4630102594		42617.5231420662
-626.8013687517        6.4630102594		42515.6922607266
-627.0959118392        6.4630102594		42369.2411986946
-627.3035962846        6.4630102594		42267.1101991597
-627.2890718923        6.4630102594		42253.7614222950
-627.2007477244        6.4630102594		42287.8470180909
-627.1546454215        6.4630102594		42289.3271907676
-626.9813571009        6.4630102594		42356.5706181429
-626.9674553878        6.4630102594		42413.8270202704
-626.9732123798        6.4630102594		42447.2128806930
-627.0149236892        6.4630102594		42447.1220053696
-627.3055282352        6.4630102594		42368.6593799777
-627.1833625881        6.4630102594		42403.4708798750
-627.1456547465        6.4630102594		42433.6816682048
-627.1501705891        6.4630102594		42424.7521526615
-627.0252992077        6.4630102594		42441.2272561916
-626.8396706047        6.4630102594		42464.2960737453
-626.9724719743        6.4630102594		42411.5529792976
-626.9654057779        6.4630102594		42405.6835951438
-626.7537702040        6.4630102594		42468.4412745383
-626.8064679712        6.4630102594		42478.3579018993
-626.7990225003        6.4630102594		42462.2388053386
-627.0942788592        6.4630102594		42331.8314709463
-627.3032807298        6.4630102594		42239.6975011262
-627.3619555180        6.4630102594		42223.3208594057
-627.1993135513        6.4630102594		42289.7579376197
-627.0378473103        6.4630102594		42369.4880774806
-626.8032068229        6.4630102594		42448.2779838190
-626.9154637118        6.4630102594		42435.9762220873
-627.0640164310        6.4630102594		42436.7893366996
-626.9933007270        6.4630102594		42499.0529791342
-626.6784783151        6.4630102594		42603.5938009123
-626.3877446567        6.4630102594		42674.6335513268
-626.4746822819        6.4630102594		42635.9934182268
-626.7104897872        6.4630102594		42540.7991108670
-626.9612068180        6.4630102594		42443.4133384147
-627.0904572716        6.4630102594		42385.7403838217
-627.2336204010        6.4630102594		42352.0353681923
-627.3515819303        6.4630102594		42311.5334450538
-627.4332541287        6.4630102594		42275.9317451939
-627.1797483405        6.4630102594		42356.9690546964
-627.2065130320        6.4630102594		42385.4368400474
-626.9406281973        6.4630102594		42509.5563513244
-626.5067701196        6.4630102594		42663.6950736227
-626.4470474171        6.4630102594		42697.3404238120
-626.4086738857        6.4630102594		42679.2543963013
-626.7153684435        6.4630102594		42546.9103213380
-626.8363914064        6.4630102594		42475.4523561164
-627.0701594605        6.4630102594		42395.6339507001
-627.1745319394        6.4630102594		42359.8301854878
-627.1603519702        6.4630102594		42360.3804280205
-627.1374833104        6.4630102594		42369.2460439586
-626.8374289941        6.4630102594		42461.9810578190
-626.7019080117        6.4630102594		42536.1028806921
-626.5595911673        6.4630102594		42593.7573415305
-626.3812255908        6.4630102594		42654.4796161096
-626.4303256166        6.4630102594		42636.9596367965
-626.7263779206        6.4630102594		42528.7811146274
-626.8438555925        6.4630102594		42477.3652049748
-627.0703918698        6.4630102594		42404.1536027731
-627.3459512019        6.4630102594		42330.7787063762
-627.3328318765        6.4630102594		42347.8596076411
-627.2206234406        6.4630102594		42385.7388655742
-627.0154096869        6.4630102594		42434.6271654338
-626.8400624822        6.4630102594		42457.8473310170
-627.0505211493        6.4630102594		42404.4840597417
-627.1582423866        6.4630102594		42379.3384159476
-627.1168560636        6.4630102594		42374.9359085494
-627.1191045081        6.4630102594		42330.7158080951
-627.3198448106        6.4630102594		42262.7777360867
-627.3398332366        6.4630102594		42271.6195892356
-627.3983473769        6.4630102594		42268.2832125688
-627.3802189326        6.4630102594		42274.2308390030
-627.1321656761        6.4630102594		42362.4318070221
-627.0766294291        6.4630102594		42409.7712618981
-627.1191072705        6.4630102594		42399.6624671173
-627.0933309148        6.4630102594		42407.7237392107
-627.1097538541        6.4630102594		42405.1362440871
-626.9974037617        6.4630102594		42427.0805841250
-626.9622746005        6.4630102594		42455.8246944128
-626.8289804011        6.4630102594		42505.2031703449
-626.8385059047        6.4630102594		42500.3734332000
-627.0588229338        6.4630102594		42416.1613782023
-627.3211329475        6.4630102594		42308.1257686198
-627.6172156767        6.4630102594		42195.7583703509
-627.5606552385        6.4630102594		42210.4316709716
-627.1395614352        6.4630102594		42369.0641308422
-626.5673394416        6.4630102594		42562.0315725224
-626.5513376255        6.4630102594		42603.9377107729
-626.3509697242        6.4630102594		42682.3998833981
-626.3075713669        6.4630102594		42708.3414477390
-626.3396197363        6.4630102594		42697.9520238951
-626.3701661829        6.4630102594		42703.5960066092
-626.4043902370        6.4630102594		42693.2480151269
-626.3790298387        6.4630102594		42703.8863239835
-626.3723761561        6.4630102594		42688.2551708496
-626.6337243998        6.4630102594		42552.9572754110
-626.9567294085        6.4630102594		42407.1252578452
-627.1531425010        6.4630102594		42341.7410045676
-626.8926413127        6.4630102594		42424.0866846830
-626.5522721130        6.4630102594		42539.4074989624
-626.4233688265        6.4630102594		42588.1201171036
-626.3915553491        6.4630102594		42612.0998452311
-626.6114007370        6.4630102594		42531.9728228762
-626.7798810746        6.4630102594		42454.9178005146
-627.0092181136        6.4630102594		42412.1816281543
-626.8912035222        6.4630102594		42459.3892052807
-626.7993274575        6.4630102594		42489.4904164027
-626.6930327849        6.4630102594		42523.0954300844
-626.6065335422        6.4630102594		42539.7573262868
-626.6887375826        6.4630102594		42490.5573824513
-626.8431514883        6.4630102594		42420.4436493456
-626.9825936986        6.4630102594		42362.7233166116
-626.9783858541        6.4630102594		42352.2325695078
-627.1257267314        6.4630102594		42303.6632250291
-627.4817531263        6.4630102594		42209.9026232487
-627.4012104032        6.4630102594		42234.5804731681
-626.9873670901        6.4630102594		42363.8786146564
-626.8215278436        6.4630102594		42437.6438535395
-626.7877601018        6.4630102594		42452.8024475015
-626.9159050322        6.4630102594		42399.1800012948
-626.8924499354        6.4630102594		42429.9353982646
-626.4665940423        6.4630102594		42589.2587290454
-626.2520969861        6.4630102594		42675.0138643278
-626.3024359528        6.4630102594		42657.2500547609
-626.4654623649        6.4630102594		42595.8270005454
-626.6664812577        6.4630102594		42522.4753847147
-626.7705164555        6.4630102594		42480.0236104593
-626.8267391027        6.4630102594		42468.7366933693
-626.6103611538        6.4630102594		42548.3432910253
-626.5058574519        6.4630102594		42616.4724899595
-626.4532493129        6.4630102594		42687.0181502953
-626.4989601122        6.4630102594		42693.7013443157
-626.5096332421        6.4630102594		42665.4575590724
-626.3733925596        6.4630102594		42681.6003226278
-626.4434059846        6.4630102594		42656.0867006303
-626.7891424601        6.4630102594		42510.6280006931
-627.2733751180        6.4630102594		42312.2401137820
-627.3433780827        6.4630102594		42274.0871493803
-627.1912292641        6.4630102594		42334.4843147699
-627.0952289306        6.4630102594		42386.9913566872
-627.0875067629        6.4630102594		42405.9313132714
-627.1117858663        6.4630102594		42416.2143636472
-627.2474008266        6.4630102594		42378.0082846541
-627.1802862422        6.4630102594		42380.1064692770
-626.7549715381        6.4630102594		42501.1449771194
-626.4895716690        6.4630102594		42583.1580941884
-626.6807185056        6.4630102594		42517.6942197131
-626.8648757430        6.4630102594		42432.9541811284
-626.9671981607        6.4630102594		42373.8416890831
-626.9121937127        6.4630102594		42361.3729606267
-626.9267286228        6.4630102594		42334.4332977877
-626.9854932743        6.4630102594		42315.6944500611
-627.2003100372        6.4630102594		42255.0988301676
-627.0174967014        6.4630102594		42300.9115219151
-626.9206289386        6.4630102594		42326.7055548585
-626.9843216467        6.4630102594		42308.7603081592
-627.1007711179        6.4630102594		42289.4005296067
-627.0572663186        6.4630102594		42312.5542618454
-626.8716956324        6.4630102594		42376.7878783789
-626.6812156907        6.4630102594		42456.4542370985
