Potential energy (Ha)  Kinetic Energy (Ha)	Pressure (GPa)
-640.1565759182        6.4630102594		29747.5719309740
-640.3193279769        6.4630102594		29709.5691868487
-640.4113005079        6.4630102594		29684.0434040211
-640.5856141341        6.4630102594		29634.9448322021
-640.6910510968        6.4630102594		29577.7109888820
-640.6955509342        6.4630102594		29526.0499551986
-640.7941950273        6.4630102594		29462.4290469684
-641.0338631246        6.4630102594		29381.4896779908
-641.0964487047        6.4630102594		29357.1178455276
-640.9380268737        6.4630102594		29401.5278599675
-640.7264559111        6.4630102594		29452.6050725157
-640.7942501647        6.4630102594		29436.4879662153
-640.9412719672        6.4630102594		29415.5214008526
-640.8402992569        6.4630102594		29465.4127856332
-640.5535141375        6.4630102594		29577.8886982026
-640.2178998091        6.4630102594		29711.3504140219
-640.1888008254        6.4630102594		29744.9320470560
-640.3263747425        6.4630102594		29706.0831952615
-640.3727669740        6.4630102594		29677.1050549784
-640.4686487793        6.4630102594		29626.3510638038
-640.5641281585        6.4630102594		29580.3363811486
-640.5894684928        6.4630102594		29564.8284122264
-640.6201830020        6.4630102594		29560.0442792588
-640.4681289850        6.4630102594		29589.2993368222
-640.6021021749        6.4630102594		29523.3250778696
-640.8309832317        6.4630102594		29426.1879409871
-641.0386460556        6.4630102594		29373.3677601673
-640.7831926629        6.4630102594		29436.3473326435
-640.7522995713        6.4630102594		29482.5982549213
-640.7038559008        6.4630102594		29536.3309593823
-640.5568459104        6.4630102594		29614.5107319920
-640.3897722682        6.4630102594		29689.9476038509
-640.2853468629        6.4630102594		29743.9918399251
-640.1193492097        6.4630102594		29795.9018486032
-639.9155284344        6.4630102594		29845.5693696433
-639.8499048001        6.4630102594		29866.3736951718
-639.8093401390        6.4630102594		29879.0625322570
-639.9134479438        6.4630102594		29839.8218478662
-639.9628497919        6.4630102594		29811.0266335499
-640.0460185579        6.4630102594		29789.2865403185
-640.0934680482        6.4630102594		29759.1914357862
-640.1594456141        6.4630102594		29711.7391097496
-640.2955398750        6.4630102594		29636.5223031278
-640.5686901941        6.4630102594		29533.2299285532
-640.5626702546        6.4630102594		29519.5997638435
-640.4080447562        6.4630102594		29592.4066151498
-640.2506553514        6.4630102594		29670.3084174934
-640.3537906437        6.4630102594		29652.6764197585
-640.5164150134        6.4630102594		29595.2223848577
-640.5552285232        6.4630102594		29563.8080232892
-640.5597190646        6.4630102594		29552.0633301125
-640.6788492775        6.4630102594		29535.0658148451
-640.5319738437        6.4630102594		29594.7733830368
-640.1090872118        6.4630102594		29724.1275297328
-639.9722319432        6.4630102594		29762.8654149801
-640.0791946916        6.4630102594		29722.7751175155
-640.5213042718        6.4630102594		29600.1292067732
-640.8088353677        6.4630102594		29505.5278234688
-640.9918930499        6.4630102594		29456.4937337937
-640.8983677865        6.4630102594		29493.9503724108
-640.6735038944        6.4630102594		29577.7391865459
-640.5440803109        6.4630102594		29649.8222126101
-640.3712788423        6.4630102594		29726.7810465889
-640.1344726660        6.4630102594		29808.3442699675
-640.0735424567        6.4630102594		29849.4077206817
-639.8182320688        6.4630102594		29909.0726055739
-639.9900031004        6.4630102594		29831.0819842794
-640.2913346410        6.4630102594		29706.3940176948
-640.4852468008        6.4630102594		29625.1093826118
-640.6402289997        6.4630102594		29573.9396638829
-640.6194003613        6.4630102594		29583.6524013625
-640.4156427886        6.4630102594		29654.0644716358
-640.3664356544        6.4630102594		29668.2048526531
-640.5952159617        6.4630102594		29596.8841872890
-640.7515567914        6.4630102594		29549.5785285482
-640.6652277463        6.4630102594		29568.8675970636
-640.6685085045        6.4630102594		29572.9114702068
-640.6668609395        6.4630102594		29583.8484936800
-640.5351975928        6.4630102594		29625.1565307311
-640.4866138758        6.4630102594		29655.1118175826
-640.3368806053        6.4630102594		29710.5291696965
-640.3464278634        6.4630102594		29716.2189481202
-640.3078306532        6.4630102594		29726.0621212581
-640.1950740176        6.4630102594		29751.8027502478
-640.3798060797        6.4630102594		29699.7923088751
-640.5805510783        6.4630102594		29608.8971321755
-640.6925969906        6.4630102594		29534.9011102316
-640.6284862806        6.4630102594		29536.0177109331
-640.5766530234        6.4630102594		29564.2955089797
-640.4775719555        6.4630102594		29619.8450991102
-640.1911758903        6.4630102594		29725.1220559452
-640.0809490324        6.4630102594		29781.2841057119
-640.0129411181        6.4630102594		29804.9647968880
-640.0254715707        6.4630102594		29789.7587259318
-640.2420451821        6.4630102594		29714.7604721036
-640.5053983849        6.4630102594		29639.5397692053
-640.5409619288        6.4630102594		29625.8960051373
-640.5804721456        6.4630102594		29601.1770756619
-640.4243144516        6.4630102594		29621.4467035699
-640.2589899678        6.4630102594		29664.8893140931
-640.3745213017        6.4630102594		29627.5665362934
-640.6706718975        6.4630102594		29518.8651012491
-640.8474369217        6.4630102594		29436.9197139176
-640.8482231054        6.4630102594		29414.5621878899
-640.6954793340        6.4630102594		29459.4883028976
-640.5397328284        6.4630102594		29529.5064471548
-640.3830716949        6.4630102594		29591.5736864521
-640.3447761468        6.4630102594		29628.6901003864
-640.3371982657        6.4630102594		29663.5326076156
-640.2908297025        6.4630102594		29697.9623176346
-640.1357923605        6.4630102594		29742.5801405987
-640.2449507043        6.4630102594		29697.7588769652
-640.6383785633        6.4630102594		29574.8753430773
-640.8147139678        6.4630102594		29519.3057236128
-640.8665642359        6.4630102594		29519.5639336825
-640.7425627707        6.4630102594		29570.8179550212
-640.7291732822        6.4630102594		29590.1386869364
-640.7262562557        6.4630102594		29583.2939617066
-640.7090024140        6.4630102594		29563.0231504356
-640.7775114449        6.4630102594		29525.1451950020
-640.8053514236        6.4630102594		29510.6590972857
-640.6624597899        6.4630102594		29561.7551389066
-640.5442661230        6.4630102594		29598.7351134520
-640.5483674927        6.4630102594		29593.0768833549
-640.4481601284        6.4630102594		29614.7663131235
-640.5295382476        6.4630102594		29599.4755745085
-640.5636896513        6.4630102594		29592.9387264091
-640.3998587215        6.4630102594		29633.9276617655
-640.3549242786        6.4630102594		29645.2872366050
-640.3427741632        6.4630102594		29653.4437277911
-640.4222463440        6.4630102594		29630.3855952189
-640.5875890363        6.4630102594		29563.0050178837
-640.7310987823        6.4630102594		29498.6540983165
-640.7084011382        6.4630102594		29510.9366258627
-640.6068791564        6.4630102594		29545.6715908994
-640.4767842054        6.4630102594		29570.5702691343
-640.5083348987        6.4630102594		29572.1705858340
-640.4606359175        6.4630102594		29610.5896238455
-640.2989849622        6.4630102594		29688.0611715698
-640.0562710236        6.4630102594		29765.2408764539
-640.0251030344        6.4630102594		29773.0823609894
-640.1987526666        6.4630102594		29709.3630433252
-640.5518532971        6.4630102594		29596.4735331416
-640.7608850759        6.4630102594		29537.2828972182
-640.8989288257        6.4630102594		29510.2291737818
-640.8993024647        6.4630102594		29518.2097341899
-640.7397386700        6.4630102594		29567.4721995907
-640.5801753407        6.4630102594		29596.2430974877
-640.5759489163        6.4630102594		29573.5193968141
-640.4730269840        6.4630102594		29577.0093131114
-640.5936356964        6.4630102594		29541.5952592100
-640.9037970827        6.4630102594		29456.9434200478
-640.9604369921        6.4630102594		29442.7119486401
-640.7422651909        6.4630102594		29494.4819401425
-640.6943611450        6.4630102594		29501.9718664489
-640.6353416371        6.4630102594		29518.7130270747
-640.4470927955        6.4630102594		29578.7381689159
-640.3334952939        6.4630102594		29626.2486064550
-640.3975645439        6.4630102594		29608.5654550903
-640.4828138904        6.4630102594		29576.7716897728
-640.4797693597        6.4630102594		29574.3692259791
-640.5777967929        6.4630102594		29552.2749589781
-640.6760729926        6.4630102594		29523.4503274759
-640.6838439741        6.4630102594		29515.3884642687
-640.6576590037        6.4630102594		29527.3707294604
-640.6376109270        6.4630102594		29554.6766518460
-640.6940407803        6.4630102594		29558.5396995519
-640.7428305255        6.4630102594		29550.9703688964
-640.7655119646        6.4630102594		29554.7756957611
-640.5771988164        6.4630102594		29615.9208104008
-640.6901313373        6.4630102594		29580.0493936035
-640.9141494514        6.4630102594		29497.4175505217
-640.8373791915        6.4630102594		29492.8512951083
-640.5992153884        6.4630102594		29545.2752378153
-640.4969049051        6.4630102594		29596.2392989606
-640.4649950410        6.4630102594		29632.3986776211
-640.4371134832        6.4630102594		29639.2644461354
-640.5985777674        6.4630102594		29572.6534311140
-640.6627388592        6.4630102594		29544.6864268489
-640.4567713112        6.4630102594		29628.8360032927
-640.3858549278        6.4630102594		29693.0645925571
-640.4713540421        6.4630102594		29690.5654083295
-640.1742977982        6.4630102594		29752.7319531224
-640.1626417343        6.4630102594		29755.2026995904
-640.2960890021        6.4630102594		29711.8383891375
-640.2647790296        6.4630102594		29698.4129336824
-640.1642602699        6.4630102594		29706.4692073627
-640.3176189925        6.4630102594		29679.0077995670
-640.3091797539        6.4630102594		29680.9593320427
-640.4114931056        6.4630102594		29667.8665254352
-640.2687696385        6.4630102594		29718.9620289167
-639.9210732083        6.4630102594		29806.4800578400
-640.0749109223        6.4630102594		29751.2618080713
-640.3364776768        6.4630102594		29660.6555732543
-640.6265801041        6.4630102594		29567.9421446528
-640.9664320315        6.4630102594		29457.2030061796
-641.2358779741        6.4630102594		29361.2396800906
-641.1700590253        6.4630102594		29366.2128236736
-640.7416238989        6.4630102594		29495.7918388259
-640.3591602365        6.4630102594		29628.2694164648
-640.2749646317        6.4630102594		29669.8423829531
-640.1657176911        6.4630102594		29691.1402887524
-640.2100840881        6.4630102594		29684.3398314151
-640.1626831416        6.4630102594		29703.3484849164
-640.2210416746        6.4630102594		29696.9442563849
-640.2942038636        6.4630102594		29662.6955315184
-640.3889307633        6.4630102594		29630.8298735100
-640.3320084919        6.4630102594		29653.2038602551
-639.9746711133        6.4630102594		29746.0713561621
-639.5076582861        6.4630102594		29861.6022072913
-639.3959275021        6.4630102594		29877.0067693770
-639.6503644713        6.4630102594		29798.9182486285
-639.8935542293        6.4630102594		29741.5175901686
-639.9529014517        6.4630102594		29748.0067081997
-639.9626168338        6.4630102594		29760.3731069813
-640.0654618328        6.4630102594		29714.8974687384
-640.2500339012        6.4630102594		29637.1708157166
-640.2699812917        6.4630102594		29618.7423507331
-640.4027092298        6.4630102594		29586.9920554537
-640.6468104185        6.4630102594		29519.3054939738
-640.7098989644        6.4630102594		29484.6196813217
-640.8274036436        6.4630102594		29457.2779825578
-640.7546591367        6.4630102594		29483.9086981135
-640.4655459989        6.4630102594		29572.8506202624
-640.0506625324        6.4630102594		29696.2250481186
-640.1001017668        6.4630102594		29702.8163341410
-640.4871504539        6.4630102594		29601.4380756199
-640.7109098478        6.4630102594		29531.5690050522
-640.6124652882        6.4630102594		29562.6351343071
-640.3373468571        6.4630102594		29651.5288885741
-640.1641826775        6.4630102594		29691.8917734345
-640.2000444670        6.4630102594		29645.3594752480
-640.4016313905        6.4630102594		29571.8054527862
-640.6240796554        6.4630102594		29542.9260721545
-640.5145417006        6.4630102594		29597.7832320972
-640.2472834959        6.4630102594		29697.5467240087
-640.0173471563        6.4630102594		29793.0335382562
-640.2102464600        6.4630102594		29751.0395534409
-640.3788015887        6.4630102594		29691.6995706260
-640.1561191102        6.4630102594		29735.4540059019
-640.2016428470        6.4630102594		29722.1780857272
-640.2989079099        6.4630102594		29697.6061938017
-640.3131802189        6.4630102594		29692.2779209046
-640.3912005287        6.4630102594		29662.8960214710
-640.2689514375        6.4630102594		29691.5027625600
-640.2379698023        6.4630102594		29718.9630578985
-640.1098474422        6.4630102594		29738.5381027791
-640.1559428573        6.4630102594		29700.5576738525
-640.2053155186        6.4630102594		29678.8902622693
-640.1691923583        6.4630102594		29680.9327568517
-640.1180457487        6.4630102594		29687.6462634287
-640.0500372652        6.4630102594		29699.6090453443
-640.0326425844        6.4630102594		29702.5084681216
-640.1524004267        6.4630102594		29659.4915792538
-640.2401067276        6.4630102594		29628.4471763075
-640.3105580918        6.4630102594		29630.3097979634
-640.3319764257        6.4630102594		29649.3305513599
-640.2338050866        6.4630102594		29680.9910107578
-640.3078528265        6.4630102594		29654.6495424298
-640.4045107735        6.4630102594		29616.4302306051
-640.5458993596        6.4630102594		29565.3271433167
-640.5083229757        6.4630102594		29552.0423609835
-640.4868832561        6.4630102594		29555.6868609322
-640.6281027013        6.4630102594		29553.5046196236
-640.6028270518        6.4630102594		29580.7817814889
-640.6051415536        6.4630102594		29570.0509062514
-640.7473809494        6.4630102594		29513.2558005549
-640.7684960551        6.4630102594		29506.0113045072
-640.6381235110        6.4630102594		29555.8414489077
-640.5130508039        6.4630102594		29598.8276391983
-640.3989214223        6.4630102594		29627.7288329354
-640.4543569419        6.4630102594		29628.7313580625
-640.4409316645        6.4630102594		29650.0062377849
-640.3216482592        6.4630102594		29680.3235814460
-640.3400321855        6.4630102594		29668.7819439349
-640.2655942436        6.4630102594		29674.9855787171
-640.2710870103        6.4630102594		29667.9136533640
-640.1578181695        6.4630102594		29678.1061763811
-640.2290164700        6.4630102594		29670.1598871610
-640.2029885719        6.4630102594		29672.5639233655
-640.4259645799        6.4630102594		29613.5904207133
-640.4372563259        6.4630102594		29617.1878544877
-640.3889616476        6.4630102594		29649.4889226364
-640.0905580652        6.4630102594		29699.6354836465
-640.3794647572        6.4630102594		29614.9980462958
-640.6624953637        6.4630102594		29530.2592278054
-640.8457869908        6.4630102594		29478.8329075707
-640.7895513527        6.4630102594		29489.8864689777
-640.6761257395        6.4630102594		29531.3970864005
-640.5425147146        6.4630102594		29591.7383053284
-640.1860995472        6.4630102594		29722.7115248694
-639.6925800059        6.4630102594		29891.3716656861
-639.6264362542        6.4630102594		29926.7126898123
-639.9454044628        6.4630102594		29835.4297221452
-640.1290107994        6.4630102594		29767.7210336977
-640.1968575934        6.4630102594		29735.7886067301
-640.3578962680        6.4630102594		29693.1173686561
-640.5052882852        6.4630102594		29654.0007992669
-640.4821012884        6.4630102594		29648.8832724445
-640.4042148694        6.4630102594		29669.5766622093
-640.3388134512        6.4630102594		29678.2918266305
-640.4726561100        6.4630102594		29618.0713444683
-640.5419534585        6.4630102594		29570.3489975851
-640.4739805295        6.4630102594		29579.3743890117
-640.2506713856        6.4630102594		29630.0502236412
-640.3052479371        6.4630102594		29625.1010169848
-640.3760115200        6.4630102594		29618.6795718032
-640.2331023422        6.4630102594		29667.7274728014
-640.1859643036        6.4630102594		29707.3251335844
-640.2278100545        6.4630102594		29712.8466952288
-640.0925434419        6.4630102594		29748.4448895218
-639.9903969817        6.4630102594		29787.4505600296
-639.9674359679        6.4630102594		29781.5467250379
-640.1722120943        6.4630102594		29706.7609822723
-640.4510591753        6.4630102594		29611.4018985249
-640.4524119103        6.4630102594		29595.3266076307
-640.3154113284        6.4630102594		29620.3679314173
-640.3712406208        6.4630102594		29600.4939636875
-640.5507876998        6.4630102594		29548.9027854708
-640.6703879831        6.4630102594		29501.4718674499
-640.7004093847        6.4630102594		29481.5332762026
-640.6956544044        6.4630102594		29486.9137042085
-640.5887956312        6.4630102594		29547.8942177522
-640.2795637572        6.4630102594		29663.6646222554
-640.0823656127        6.4630102594		29740.5678633135
-640.0808392402        6.4630102594		29757.1593352423
-640.2553801939        6.4630102594		29728.0003364036
-640.2937234776        6.4630102594		29723.4258827646
-640.1217904876        6.4630102594		29762.8223322728
-640.0491282640        6.4630102594		29767.4800551216
-640.1087950836        6.4630102594		29739.6817645390
-640.2527753846        6.4630102594		29683.9898841824
-640.4414588755        6.4630102594		29605.6786248524
-640.5448223463        6.4630102594		29547.3037333784
-640.6395454231        6.4630102594		29510.8400889787
-640.5433199945        6.4630102594		29521.9685745572
-640.4858542743        6.4630102594		29543.8166141007
-640.3335604136        6.4630102594		29610.5918915294
-640.1961778053        6.4630102594		29672.8233376701
-640.3437440628        6.4630102594		29642.4162472939
-640.4044973305        6.4630102594		29621.7017855704
-640.2246076852        6.4630102594		29656.0050920552
-640.0765240068        6.4630102594		29667.9928861623
-640.3601361938        6.4630102594		29610.8576923069
-640.4135375493        6.4630102594		29609.0843572649
-640.3617621889        6.4630102594		29625.7770056171
-640.3261094213        6.4630102594		29638.1049467494
-640.4415041730        6.4630102594		29628.3635521712
-640.4346602160        6.4630102594		29650.0853126057
-640.4029305906        6.4630102594		29669.2255613332
-640.3631055055        6.4630102594		29686.5302862430
-640.2590593689        6.4630102594		29726.0156580699
-640.3330725758        6.4630102594		29714.3010516787
-640.3818722534        6.4630102594		29689.2524564689
-640.3748872150        6.4630102594		29684.2441656006
-640.2751337371        6.4630102594		29711.8956848121
-640.0746010939        6.4630102594		29759.2484047414
-640.0683627343        6.4630102594		29738.1803444144
-640.3565899806        6.4630102594		29643.8921815534
-640.4458087028        6.4630102594		29616.0620962698
-640.4797605708        6.4630102594		29608.6972011172
-640.4789357785        6.4630102594		29593.4616799765
-640.6161522777        6.4630102594		29574.8284777790
-640.3630427801        6.4630102594		29670.2617422947
-640.0958289666        6.4630102594		29771.8898999617
-640.2622309455        6.4630102594		29738.1127086704
-640.4256066150        6.4630102594		29682.6055237197
-640.4724629678        6.4630102594		29661.2392646456
-640.4644098267        6.4630102594		29667.4527828218
-640.4897522790        6.4630102594		29683.5954638520
-640.3687520206        6.4630102594		29712.6664567206
-640.4537884691        6.4630102594		29658.3882201012
-640.7045247929        6.4630102594		29543.3962758768
-640.8831935667        6.4630102594		29468.8762170807
-640.9076380431        6.4630102594		29471.3113643832
-640.7490733774        6.4630102594		29540.9602122868
-640.3725474752        6.4630102594		29663.2375294029
-640.0907754602        6.4630102594		29746.9089415399
-640.0888903134        6.4630102594		29739.1244208716
-640.3770011929        6.4630102594		29655.8220806280
-640.6026321877        6.4630102594		29587.0954483265
-640.5945271276        6.4630102594		29572.2353141141
-640.5743815858        6.4630102594		29577.4065955321
-640.5139227522        6.4630102594		29611.5757694669
-640.2186276490        6.4630102594		29699.9401610164
-640.0500227257        6.4630102594		29735.8313905831
-640.0906724489        6.4630102594		29731.4324483827
-640.0924681902        6.4630102594		29735.5846933715
-640.1421240977        6.4630102594		29726.4035630443
-640.2356319964        6.4630102594		29701.1872635059
-640.3071034399        6.4630102594		29669.5322653885
-640.2433203306        6.4630102594		29662.6014702582
-640.2227888848        6.4630102594		29653.1808088226
-640.2955193373        6.4630102594		29634.4617842141
-640.3714522372        6.4630102594		29615.4543343955
-640.7192922668        6.4630102594		29519.8767045702
-641.0135959525        6.4630102594		29433.2728933616
-640.9280975857        6.4630102594		29463.5366493214
-640.6723037148        6.4630102594		29562.8444432561
-640.3280918327        6.4630102594		29692.9037202809
-640.1111818081        6.4630102594		29776.1977162549
-640.2727830875        6.4630102594		29732.0548822481
-640.6544549079        6.4630102594		29623.8703008570
-640.8819871986        6.4630102594		29541.2150696007
-641.1180066109        6.4630102594		29455.1173769483
-641.1160382682        6.4630102594		29437.0282888604
-640.8916718924        6.4630102594		29501.8068219678
-640.5840527643        6.4630102594		29609.4459085510
-640.1939884971        6.4630102594		29724.1579056577
-640.1810912160        6.4630102594		29719.2734681295
-640.4116095844        6.4630102594		29642.5412659022
-640.5262468407        6.4630102594		29595.7674640974
-640.6083783193        6.4630102594		29561.4402412192
-640.5960338768        6.4630102594		29556.5128291766
-640.6545693806        6.4630102594		29534.1112764681
-640.7653512400        6.4630102594		29472.7253210117
-640.8630988145        6.4630102594		29429.2433984310
-640.7579296252        6.4630102594		29471.4035670918
-640.5234894828        6.4630102594		29554.0642272762
-640.3257046618        6.4630102594		29629.0889724019
-640.0762558551        6.4630102594		29706.1703201798
-640.1010364691        6.4630102594		29690.0443068262
-640.1062244295        6.4630102594		29672.4969792978
-640.1524134459        6.4630102594		29661.9662591887
-640.2811820734        6.4630102594		29635.9279223892
-640.2725482580        6.4630102594		29631.0892236763
-640.2898437548        6.4630102594		29620.7851286744
-640.4149727143        6.4630102594		29602.6858013385
-640.5463176727        6.4630102594		29581.8840013449
-640.5110106712        6.4630102594		29594.9443234622
-640.3956467413        6.4630102594		29632.6015744916
-640.1199926718        6.4630102594		29700.0505074361
-639.9067377350        6.4630102594		29746.6519578085
-639.8051907359        6.4630102594		29753.8848376066
-640.1152274059        6.4630102594		29664.7743586365
-640.4681068384        6.4630102594		29586.4334568752
-640.5992605191        6.4630102594		29563.6165213537
-640.5360296757        6.4630102594		29567.2025234509
-640.7327434611        6.4630102594		29534.5900309451
-640.7971405709        6.4630102594		29537.8172332313
-640.6792866298        6.4630102594		29569.9626722567
-640.5277672904        6.4630102594		29607.3828479630
-640.3729620320        6.4630102594		29664.1528746421
-640.2443212639        6.4630102594		29739.9395334345
-640.0638872688        6.4630102594		29792.6802355803
-640.0120121966        6.4630102594		29771.3547255389
-640.1834938926        6.4630102594		29713.7601949771
-640.5381700742        6.4630102594		29625.2188110728
-640.5889089702        6.4630102594		29612.9153006643
-640.6370417211        6.4630102594		29612.6279379799
-640.4343576328        6.4630102594		29671.5546670638
-640.1604584196        6.4630102594		29741.3946660701
-640.2483873042        6.4630102594		29692.1755661003
-640.4469820467        6.4630102594		29619.7683992869
-640.5327038092        6.4630102594		29599.1304246425
-640.5911636550        6.4630102594		29592.2105531525
-640.5403649415        6.4630102594		29607.8497181636
-640.5053162352        6.4630102594		29621.3984486829
-640.4986872874        6.4630102594		29627.5845136154
-640.4010492362        6.4630102594		29662.8711681495
-640.2358064780        6.4630102594		29717.6442495320
-640.1214464810        6.4630102594		29743.6668704466
-640.2296404739        6.4630102594		29695.6444632301
-640.4481196628        6.4630102594		29614.0202613331
-640.5533076838        6.4630102594		29565.5588522914
-640.6256527676        6.4630102594		29551.9553106775
-640.6267165463        6.4630102594		29567.4123651633
-640.6236318023        6.4630102594		29577.7185227736
-640.4861595495        6.4630102594		29620.7336639990
-640.2555565443        6.4630102594		29695.6893408342
-640.2439382920        6.4630102594		29708.7572974881
-640.4334652566        6.4630102594		29655.8193916499
-640.5990472635        6.4630102594		29610.6477452913
-640.6996825499        6.4630102594		29584.9058970404
-640.7484772814        6.4630102594		29574.1591641170
-640.6330732575        6.4630102594		29606.5617180965
-640.5080401024        6.4630102594		29651.5823256604
-640.4092397425        6.4630102594		29682.1190803544
-640.3253136561        6.4630102594		29698.0515333230
-640.3092229806        6.4630102594		29695.1671986539
-640.3417159104        6.4630102594		29698.6209361835
-640.1670849973        6.4630102594		29760.4556974626
-640.0402751194        6.4630102594		29791.6574958652
-640.2038153786        6.4630102594		29746.2178241113
-640.2366055688        6.4630102594		29714.2882536510
-640.3821025637        6.4630102594		29632.9325881096
-640.5514448746        6.4630102594		29539.6069950963
-640.8140908522        6.4630102594		29439.9133856738
-640.8754157190        6.4630102594		29407.9904526590
-640.6898730073        6.4630102594		29482.6105203443
-640.3382342980        6.4630102594		29620.9674180779
-640.2592876578        6.4630102594		29676.3748928832
-640.4301928292        6.4630102594		29634.1027529236
-640.4877567200        6.4630102594		29615.0366814867
-640.3370691419        6.4630102594		29643.5362684519
-640.3716999379        6.4630102594		29632.6446973769
-640.4135437530        6.4630102594		29625.7287208829
-640.4708138841        6.4630102594		29609.7568083844
-640.6882761335        6.4630102594		29543.3218471532
-640.8244404230        6.4630102594		29496.3578168063
-640.7013685505        6.4630102594		29513.8236877541
-640.6204876158        6.4630102594		29555.4485470674
-640.5260489400        6.4630102594		29618.9396806953
-640.2675390440        6.4630102594		29711.4873834904
-640.0925824061        6.4630102594		29784.8794423691
-640.1070711776        6.4630102594		29788.3185687118
-640.0979994509        6.4630102594		29797.9295600011
-640.0788427572        6.4630102594		29801.6311983287
-640.1464375071        6.4630102594		29756.3382403196
-640.1708217824        6.4630102594		29708.9289856955
-640.4980983994        6.4630102594		29614.3557690471
-640.7278845631        6.4630102594		29548.0195814057
-640.7583777674        6.4630102594		29536.5071281060
-640.6879495802        6.4630102594		29537.9645275987
-640.5268716308        6.4630102594		29552.7729317803
-640.5727843461        6.4630102594		29532.6518642025
-640.6016236657        6.4630102594		29530.6259690532
-640.6080979220        6.4630102594		29564.0824887476
-640.3810520464        6.4630102594		29657.3970826203
-639.8927513973        6.4630102594		29794.2995043119
-639.8775671117        6.4630102594		29801.7229740370
-640.1979248185        6.4630102594		29692.1462314048
-640.4706096267        6.4630102594		29589.6001339286
-640.4855503404        6.4630102594		29580.9248417922
-640.2683031742        6.4630102594		29648.6564621860
-640.1274916574        6.4630102594		29708.6907272628
-640.0329626936        6.4630102594		29749.9984079175
-640.0412848712        6.4630102594		29765.3152196049
-640.1570228287        6.4630102594		29754.7773127501
-640.0423562868        6.4630102594		29789.2915832067
-640.0059044382        6.4630102594		29797.0467369925
-640.0707436686        6.4630102594		29754.3015479558
-640.1446788324        6.4630102594		29687.2807690333
-640.2705171939        6.4630102594		29633.9835534502
-640.3444262574        6.4630102594		29610.1280195687
-640.4070324017        6.4630102594		29605.9487253317
-640.3206719767        6.4630102594		29651.2665585576
-640.2407896808        6.4630102594		29709.5154809357
-640.0583043880        6.4630102594		29777.3928982359
-640.0299264813        6.4630102594		29800.5276783797
-639.9543760799        6.4630102594		29820.2986149379
-639.9498164232        6.4630102594		29825.7209291248
-639.9708357546        6.4630102594		29808.8706955749
-640.0270334928        6.4630102594		29761.9751861011
-640.0432381351        6.4630102594		29716.7905511101
-640.1915802947        6.4630102594		29648.4783309489
-640.4194958772        6.4630102594		29585.5020053075
-640.4680992689        6.4630102594		29592.4063572629
-640.2292924993        6.4630102594		29687.0621778516
-640.0288907296        6.4630102594		29779.4749051321
-640.0093198590        6.4630102594		29807.4479281055
-639.8323350480        6.4630102594		29861.5642267003
-639.7540314853        6.4630102594		29872.4268163550
-639.8045524354        6.4630102594		29835.3090103522
-639.6900887572        6.4630102594		29853.4803421711
-639.7499314090        6.4630102594		29870.8358822755
-639.4985524574        6.4630102594		29940.3079584319
-639.8163586601        6.4630102594		29883.1833647440
-639.9823964177        6.4630102594		29832.2733843690
-640.0508362172        6.4630102594		29797.8365976078
-640.2691155258        6.4630102594		29720.9968331034
-640.5750979910        6.4630102594		29620.4737791103
-640.6855288702        6.4630102594		29566.0872267949
-640.5860334958        6.4630102594		29579.7986376501
-640.4912358523        6.4630102594		29611.6926536246
-640.4871108960        6.4630102594		29619.1151282310
-640.4862641385        6.4630102594		29618.8403578816
-640.6901358100        6.4630102594		29566.6949266296
-640.8442781164        6.4630102594		29515.3602672512
-640.8769424769        6.4630102594		29488.4991191776
-640.7867144636        6.4630102594		29497.6032192613
-640.6347171569        6.4630102594		29536.7581275913
-640.5053566664        6.4630102594		29585.0531081740
-640.4049986350        6.4630102594		29623.8509123425
-640.4885292104        6.4630102594		29620.2396510348
-640.4858772240        6.4630102594		29620.4492708318
-640.6282996081        6.4630102594		29585.8758107129
-640.6152625171        6.4630102594		29601.0441036266
-640.4774376085        6.4630102594		29651.9470747483
-640.6329863576        6.4630102594		29609.3758596700
-640.5983908966        6.4630102594		29605.0418109976
-640.4128014299        6.4630102594		29643.6640096302
-640.5305710988        6.4630102594		29615.2297441580
-640.5836076352        6.4630102594		29598.4790142737
-640.4031237131        6.4630102594		29641.3409816590
-640.1733834982        6.4630102594		29704.8325902610
-640.2192617058        6.4630102594		29699.2226988967
-640.3356581155        6.4630102594		29665.9315844616
-640.4835913992        6.4630102594		29625.5465049266
-640.6295992741        6.4630102594		29589.7778918314
-640.4847004542        6.4630102594		29623.3459399183
-640.5270235177        6.4630102594		29607.2886056761
-640.6508826690        6.4630102594		29572.4159954348
-640.6228243044        6.4630102594		29589.7162841726
-640.6176702143        6.4630102594		29601.2823937709
-640.6629960753        6.4630102594		29590.7761007752
-640.5536435195        6.4630102594		29631.4912416781
-640.4313933043        6.4630102594		29703.9900804808
-640.1571750590        6.4630102594		29804.7454352646
-640.1242335573        6.4630102594		29823.0993612469
-640.1909191616        6.4630102594		29795.5364929835
-640.2718096123        6.4630102594		29756.5008046925
-640.2852041591        6.4630102594		29727.4844329894
-640.3015870700        6.4630102594		29680.2620227024
-640.6569008572        6.4630102594		29559.4876187446
-640.7861392311        6.4630102594		29513.4837289499
-640.6988280311        6.4630102594		29545.4202980865
